"","date","city","state","dead","injured","total","description","year","quarter","month","day","date2","weekday","lat","lng"
"1187",2022-11-13,"Memphis","Tennessee",0,4,4,"Four people were wounded in a shooting near Sheffield High School in Parkway Village. The crime violated the Gun-Free School Zone Act.",2022,4,"Nov",13,"Nov 13","Sun",35.1087,-89.9663
"1188",2022-11-13,"Omaha","Nebraska",1,7,8,"Eight people were shot, one fatally, at a large gathering early in the morning on Ames Ave and 33rd St.",2022,4,"Nov",13,"Nov 13","Sun",41.2627,-96.0529
"1189",2022-11-13,"Philadelphia","Pennsylvania",0,4,4,"An argument at a nightclub led to a shooting of four people on Wyoming Ave near D St in the Feltonville neighborhood of North Philadelphia.",2022,4,"Nov",13,"Nov 13","Sun",40.0077,-75.1339
"1190",2022-11-13,"Halifax County","North Carolina",1,6,7,"An argument between a group of women at a large bonfire party at the Double D Ranch led to gunfire leaving seven people wounded, one fatally. Among the injured was a teenager.",2022,4,"Nov",13,"Nov 13","Sun",NA,NA
"1191",2022-11-12,"Fort Worth","Texas",0,4,4,"Four people were shot inside an apartment complex near NW Centre Drive and Buda Lane.",2022,4,"Nov",12,"Nov 12","Sat",32.7817,-97.3474
"1192",2022-11-12,"Indio","California",1,3,4,"Four people were shot, one fatally, at Lilac Court and Golden Rod Drive.",2022,4,"Nov",12,"Nov 12","Sat",33.7346,-116.2346
"1193",2022-11-11,"Jersey City","New Jersey",0,4,4,"Four people were wounded in an afternoon shooting.",2022,4,"Nov",11,"Nov 11","Fri",40.7184,-74.0686
"1194",2022-11-07,"McAllen","Texas",0,4,4,"A man opened fire and wounded four neighbors, including a teenager, after a dispute over palm fronds escalated. The man reported the shooting to police and claimed self-defense after he was assaulted by the neighbors.",2022,4,"Nov",7,"Nov 7","Mon",26.2252,-98.2467
"1195",2022-11-06,"Chicago","Illinois",0,5,5,"Five people were wounded shortly after midnight at a birthday party in Archer Heights on the Southwest Side.",2022,4,"Nov",6,"Nov 6","Sun",41.8375,-87.6866
"1196",2022-11-06,"Tulare","California",0,5,5,"Five people were shot during a dispute over the outcome of an illegal drag race near Avenue 208 and Road 84.",2022,4,"Nov",6,"Nov 6","Sun",36.1995,-119.34
"1197",2022-11-06,"Chicago","Illinois",1,3,4,"One person was killed, three others wounded in a shootout between a group of people and a security guard outside the Hush Chicago nightclub in the River North district.",2022,4,"Nov",6,"Nov 6","Sun",41.8375,-87.6866
"1198",2022-11-06,"Jordan Township","Pennsylvania",4,0,4,"Three people were killed in two separate locations in the area of routes 239 and 118. The shooter was later killed by state troopers.",2022,4,"Nov",6,"Nov 6","Sun",NA,NA
"1199",2022-11-06,"Buffalo","New York",0,4,4,"Four people were shot and wounded inside a party venue at 30 E Amherst St.",2022,4,"Nov",6,"Nov 6","Sun",42.9018,-78.8487
"1200",2022-11-05,"Philadelphia","Pennsylvania",0,9,9,"Nine people were shot and wounded by multiple shooters indiscriminately firing upon a crowd standing outside Jack's Famous Bar in the Kensington neighborhood.",2022,4,"Nov",5,"Nov 5","Sat",40.0077,-75.1339
"1201",2022-11-05,"Gainesville","Florida",0,4,4,"Four people were wounded in a shooting outside a grocery store at 500 SW 2nd Ave.",2022,4,"Nov",5,"Nov 5","Sat",29.6804,-82.3459
"1202",2022-11-04,"La Plata","Maryland",5,0,5,"Five adults were found dead inside a Maryland home Friday, sheriff's officials said.",2022,4,"Nov",4,"Nov 4","Fri",38.5352,-76.97
"1203",2022-11-04,"Orange County","Florida",4,1,5,"A four-year-old girl and three women were found shot to death in an Orange County home early Friday after another woman ran to a neighbor's house for help, according to the sheriff. The suspect, 23-year-old Shavell Jordan Jones, was found with a self-inflicted gunshot wound and was taken to the hospital, where he was undergoing surgery, the sheriff said.",2022,4,"Nov",4,"Nov 4","Fri",NA,NA
"1204",2022-11-04,"Chicago","Illinois",0,4,4,"Four men were wounded in Humboldt Park after being approached by four others, who opened fire, while standing outside.",2022,4,"Nov",4,"Nov 4","Fri",41.8375,-87.6866
"1205",2022-11-02,"Hattiesburg","Mississippi",2,3,5,"Five people were shot, two fatally, on the 100 block of W 5th St.",2022,4,"Nov",2,"Nov 2","Wed",31.3074,-89.317
"1206",2022-11-01,"Denver","Colorado",1,5,6,"Six people were shot, one fatally, in a drive-by shooting on E. Colfax Ave and Verbena St.",2022,4,"Nov",1,"Nov 1","Tue",39.762,-104.8758
"1207",2022-11-01,"East St. Louis","Illinois",2,3,5,"Five people were shot, two fatally, at around 1:20 a.m. at the intersection of North 10th Street and St. Louis Avenue, after a fight broke out.",2022,4,"Nov",1,"Nov 1","Tue",38.6155,-90.1304
"1208",2022-11-01,"Baltimore","Maryland",0,4,4,"Three adults and a teenager were wounded in an evening shooting in Carrollton Ridge.",2022,4,"Nov",1,"Nov 1","Tue",39.3051,-76.6144
"1209",2022-10-31,"Kansas City","Missouri",1,6,7,"Seven teenagers were wounded, one killed, when several uninvited adults opened fire after being asked to leave a high school Halloween party.",2022,4,"Oct",31,"Oct 31","Mon",39.1238,-94.5541
"1210",2022-10-31,"Chicago","Illinois",1,13,14,"At least 14 people were shot, one fatally, in a drive-by shooting in the East Garfield Park neighborhood during a vigil balloon release. Three of the victims were children, one as young as three. Another victim suffered injuries related to the shooting.",2022,4,"Oct",31,"Oct 31","Mon",41.8375,-87.6866
"1211",2022-10-30,"Aurora","Colorado",4,0,4,"Four people were killed in a domestic dispute. Two of the victims had filed a restraining order against the shooter earlier in the week.",2022,4,"Oct",30,"Oct 30","Sun",39.7083,-104.7237
"1212",2022-10-30,"Charleston","South Carolina",0,4,4,"Four teenagers were wounded in an early morning shooting at an apartment complex.",2022,4,"Oct",30,"Oct 30","Sun",32.8168,-79.9687
"1213",2022-10-30,"Philadelphia","Pennsylvania",0,6,6,"Six people were shot during an argument outside Trilogy Nightclub in the Northern Liberties neighborhood.",2022,4,"Oct",30,"Oct 30","Sun",40.0077,-75.1339
"1214",2022-10-30,"Memphis","Tennessee",1,3,4,"One person was killed and three others injured in an early morning shooting near a parking lot.",2022,4,"Oct",30,"Oct 30","Sun",35.1087,-89.9663
"1215",2022-10-29,"Tallahassee","Florida",1,9,10,"Nine people were shot, one fatally, during a shootout outside Half Time Liquors on W Pensacola St. One shooter was later shot by police.",2022,4,"Oct",29,"Oct 29","Sat",30.4551,-84.2527
"1216",2022-10-29,"Orlando","Florida",0,6,6,"Six people inside the Toxic Lounge nightclub were shot in a drive by shooting.",2022,4,"Oct",29,"Oct 29","Sat",28.4773,-81.337
"1217",2022-10-28,"Toledo","Ohio",2,2,4,"Two people were killed and two injured shortly before midnight at an after hours club.",2022,4,"Oct",28,"Oct 28","Fri",41.6638,-83.5827
"1218",2022-10-28,"Pittsburgh","Pennsylvania",0,6,6,"Six people were shot by multiple assailants outside a church in the Brighton Heights neighborhood during a funeral service for a person who was involved in a triple shooting two weeks prior that killed two bystanders. All six victims are expected to be okay.",2022,4,"Oct",28,"Oct 28","Fri",40.4397,-79.9763
"1219",2022-10-27,"Broken Arrow","Oklahoma",8,0,8,"A couple and their six children were found deceased after reports of a house fire, in an apparent murder suicide.",2022,4,"Oct",27,"Oct 27","Thu",36.038,-95.7806
"1220",2022-10-26,"Lubbock","Texas",4,0,4,"A teenager and three adults were killed and their home later set on fire in the early morning.",2022,4,"Oct",26,"Oct 26","Wed",33.5657,-101.8879
"1221",2022-10-25,"Hamilton","Ohio",2,2,4,"Two men were killed and an adult and child wounded in an evening shooting.",2022,4,"Oct",25,"Oct 25","Tue",39.3939,-84.5653
"1222",2022-10-24,"Greensboro","North Carolina",2,4,6,"A teenager and adult were killed and four others wounded after gunfire erupted at a block party.",2022,4,"Oct",24,"Oct 24","Mon",36.0956,-79.8271
"1223",2022-10-24,"St. Louis","Missouri",3,4,7,"2022 Central Visual and Performing Arts High School shooting: A gunman shot and killed two, injured four at Central Visual and Performing Arts High School, then was fatally shot by police. Three additional people were wounded in the evacuation and chaos.",2022,4,"Oct",24,"Oct 24","Mon",38.6359,-90.2451
"1224",2022-10-24,"Chicago","Illinois",1,3,4,"A man was killed and three others wounded after a drive-by shooting in the Little Village neighborhood.",2022,4,"Oct",24,"Oct 24","Mon",41.8375,-87.6866
"1225",2022-10-23,"Brownsville","Texas",0,5,5,"Five people were wounded after someone opened fire at a cookout in the early morning.",2022,4,"Oct",23,"Oct 23","Sun",25.9975,-97.458
"1226",2022-10-23,"Chicago","Illinois",3,2,5,"At least five men were shot, three fatally, when gunfire erupted at an intersection taken over by a drag-racing caravan of more than 100 cars in the Brighton Park neighborhood in the southwestern part of the city.",2022,4,"Oct",23,"Oct 23","Sun",41.8375,-87.6866
"1227",2022-10-23,"Milwaukee","Wisconsin",0,4,4,"A teenager and three adults were wounded in an early morning shooting.",2022,4,"Oct",23,"Oct 23","Sun",43.0642,-87.9675
"1228",2022-10-22,"Milwaukee","Wisconsin",0,6,6,"Six people were wounded in an early morning shooting.",2022,4,"Oct",22,"Oct 22","Sat",43.0642,-87.9675
"1229",2022-10-22,"Oxford","North Carolina",0,6,6,"Four adults and two children were wounded in a downtown evening shooting.",2022,4,"Oct",22,"Oct 22","Sat",36.3155,-78.5848
"1230",2022-10-22,"Phoenix","Arizona",1,7,8,"A gunman opened fire during a house party in Southwest Phoenix. At least one man was killed and seven others were injured.",2022,4,"Oct",22,"Oct 22","Sat",33.5722,-112.0892
"1231",2022-10-22,"Cordele","Georgia",0,4,4,"Four people were wounded after a shooter opened fire at a restaurant. He was later arrested.",2022,4,"Oct",22,"Oct 22","Sat",31.9563,-83.7694
"1232",2022-10-21,"Cleveland","Mississippi",1,3,4,"One person was killed and three others wounded.",2022,4,"Oct",21,"Oct 21","Fri",33.744,-90.7285
"1233",2022-10-21,"New Orleans","Louisiana",1,3,4,"One person was killed and three injured during an evening shooting in the St. Roch neighborhood.",2022,4,"Oct",21,"Oct 21","Fri",30.0687,-89.9288
"1234",2022-10-21,"Baton Rouge","Louisiana",0,11,11,"A shooting injured 11 people at a fraternity house near Southern University's campus during its homecoming festivities.",2022,4,"Oct",21,"Oct 21","Fri",30.442,-91.1311
"1235",2022-10-21,"Hartland","Wisconsin",6,0,6,"A man shot and killed his wife and four children before setting their apartment on fire and taking his own life.",2022,4,"Oct",21,"Oct 21","Fri",43.1029,-88.3396
"1236",2022-10-20,"Cleveland","Ohio",0,5,5,"Five people were wounded after shooter entered a barbershop and opened fire, before fleeing in a vehicle.",2022,4,"Oct",20,"Oct 20","Thu",41.4764,-81.6805
"1237",2022-10-17,"Woodbridge","Virginia",4,0,4,"Four adults were found deceased by officers responding to a call of gunshots at a home. An adult who lived in the home was later arrested as a suspect.",2022,4,"Oct",17,"Oct 17","Mon",38.6409,-77.258
"1238",2022-10-16,"El Paso","Texas",1,3,4,"An adult was killed and three others were wounded at a shopping center where a large crowd had gathered. The suspect was later arrested, and both the deceased and suspect were members of the armed forces at Fort Bliss.",2022,4,"Oct",16,"Oct 16","Sun",31.8476,-106.43
"1239",2022-10-16,"Atlanta","Georgia",0,4,4,"Four people were injured in a shooting at a homecoming party at Clark Atlanta University.",2022,4,"Oct",16,"Oct 16","Sun",33.7628,-84.422
"1240",2022-10-16,"Lancaster","California",0,4,4,"Four people were wounded after gunfire erupted at a local apartment complex.",2022,4,"Oct",16,"Oct 16","Sun",34.6935,-118.1753
"1241",2022-10-16,"Harrisonburg","Virginia",0,8,8,"An adult opened fire at a crowd during an early morning party near the James Madison University, and wounded eight.",2022,4,"Oct",16,"Oct 16","Sun",38.4362,-78.8735
"1242",2022-10-15,"Denver","Colorado",1,7,8,"A teenager opened fire at an early morning house party, killing one and injuring seven other teenagers.",2022,4,"Oct",15,"Oct 15","Sat",39.762,-104.8758
"1243",2022-10-15,"Pittsburgh","Pennsylvania",3,1,4,"Three people were killed and one wounded in a shooting in East Allegheny.",2022,4,"Oct",15,"Oct 15","Sat",40.4397,-79.9763
"1244",2022-10-15,"Worcester","Massachusetts",0,6,6,"Six people were wounded in an early morning party at a warehouse, with several taken to hospitals by friends.",2022,4,"Oct",15,"Oct 15","Sat",42.2705,-71.8079
"1245",2022-10-15,"Freeport","New York",0,4,4,"Four teenagers were injured in a drive-by shooting outside a house just before midnight.",2022,4,"Oct",15,"Oct 15","Sat",40.6515,-73.585
"1246",2022-10-15,"Itta Bena","Mississippi",2,7,9,"Two people were killed and seven injured shortly before midnight.",2022,4,"Oct",15,"Oct 15","Sat",33.5003,-90.3256
"1247",2022-10-14,"Philadelphia","Pennsylvania",0,4,4,"Four people were wounded shortly after midnight, near an intersection.",2022,4,"Oct",14,"Oct 14","Fri",40.0077,-75.1339
"1248",2022-10-13,"New Bern","North Carolina",0,4,4,"Two adults and two teenagers were wounded in a home at night.",2022,4,"Oct",13,"Oct 13","Thu",35.0955,-77.0723
"1249",2022-10-13,"Raleigh","North Carolina",5,2,7,"2022 Raleigh shootings: Five people were killed and two wounded after a teenager went on a shooting spree in his neighborhood.",2022,4,"Oct",13,"Oct 13","Thu",35.8324,-78.6429
"1250",2022-10-13,"Lanett","Alabama",0,6,6,"Responding officers found six wounded people.",2022,4,"Oct",13,"Oct 13","Thu",32.8577,-85.2078
"1251",2022-10-10,"Delano","California",2,2,4,"Two people were killed and two injured in an afternoon drive-by shooting.",2022,4,"Oct",10,"Oct 10","Mon",35.7662,-119.2635
"1252",2022-10-10,"Inman","South Carolina",5,0,5,"Five people were killed in a shooting inside a home over the weekend.",2022,4,"Oct",10,"Oct 10","Mon",35.0463,-82.0897
"1253",2022-10-09,"Okmulgee","Oklahoma",4,0,4,"Four people were killed and dismembered inside a salvage yard on West 20 St and South Madison Ave.",2022,4,"Oct",9,"Oct 9","Sun",35.6134,-96.0068
"1254",2022-10-09,"Miami","Florida",1,3,4,"A man was killed and three others wounded in a drive-by shooting outside a home.",2022,4,"Oct",9,"Oct 9","Sun",25.784,-80.2101
"1255",2022-10-09,"Jacksonville","Arkansas",1,3,4,"One man was killed and three others were injured in an evening shooting.",2022,4,"Oct",9,"Oct 9","Sun",34.8807,-92.1304
"1256",2022-10-09,"Tampa","Florida",1,6,7,"One person was killed and six injured in the early morning outside a local bar. Two groups had been escorted outside after a  fight broke out, and the fight escalated after one left during the fight and returned armed.",2022,4,"Oct",9,"Oct 9","Sun",27.9945,-82.4447
"1257",2022-10-09,"Beaumont","Texas",0,5,5,"Five people were wounded in the early morning in the parking lot of a local hookah bar and lounge.",2022,4,"Oct",9,"Oct 9","Sun",30.0849,-94.1451
"1258",2022-10-09,"Henryetta","Oklahoma",4,0,4,"Four men were killed and then dismembered and dumped in the Deep Fork River.",2022,4,"Oct",9,"Oct 9","Sun",35.4417,-95.9864
"1259",2022-10-08,"Berkeley","California",1,3,4,"One person was killed and three injured near UC Berkeley's campus after a fight escalated in the early morning. None of the victims were students.",2022,4,"Oct",8,"Oct 8","Sat",37.8722,-122.276
"1260",2022-10-08,"Hurtsboro","Alabama",2,2,4,"A couple were killed in an early morning shooting inside their home, where two others were wounded.",2022,4,"Oct",8,"Oct 8","Sat",32.2401,-85.4147
"1261",2022-10-08,"St. Joseph","Missouri",0,4,4,"Four people were wounded after exiting a college party shortly before midnight in a drive-by shooting.",2022,4,"Oct",8,"Oct 8","Sat",39.7598,-94.821
"1262",2022-10-07,"Portland","Oregon",0,4,4,"In the early morning four people were wounded, after they had won money from a lottery machine and an individual with a gun had attempted to rob them.",2022,4,"Oct",7,"Oct 7","Fri",45.5371,-122.65
"1263",2022-10-07,"Fort Worth","Texas",4,0,4,"Four people were killed inside a SUV in the Morningside neighborhood, during a potential drug deal. The SUV reportedly pulled up alongside a waiting Challenger, and a passenger exited the Challenger and entered the SUV with the shooting began shortly after.",2022,4,"Oct",7,"Oct 7","Fri",32.7817,-97.3474
"1264",2022-10-06,"Louisville","Kentucky",0,4,4,"Four people were wounded during an evening shooting at Petersburg Park in Newburg.",2022,4,"Oct",6,"Oct 6","Thu",38.1663,-85.6485
"1265",2022-10-06,"Washington","District of Columbia",0,4,4,"Four people were shot near Tyler House Apartments in Northwest D.C..",2022,4,"Oct",6,"Oct 6","Thu",38.9047,-77.0163
"1266",2022-10-05,"Baytown","Texas",2,3,5,"A shooter involved in a dispute on the side of the road, shot and killed an adult and wounded three others. The shooter was later wounded by responding police and died at the hospital.",2022,4,"Oct",5,"Oct 5","Wed",29.7587,-94.9671
"1267",2022-10-04,"Lafayette","Louisiana",4,0,4,"A shooting spree in Lafayette Parish left three people dead, with the suspected shooter then committing suicide.",2022,4,"Oct",4,"Oct 4","Tue",30.2082,-92.0325
"1268",2022-10-02,"Nashville","Tennessee",0,4,4,"Four people were wounded in an evening shooting in East Nashville.",2022,4,"Oct",2,"Oct 2","Sun",36.1715,-86.7842
"1269",2022-10-02,"Seattle","Washington",0,4,4,"Four people were wounded while outside a local bar.",2022,4,"Oct",2,"Oct 2","Sun",47.6211,-122.3244
"1270",2022-10-01,"Oakland","California",2,2,4,"2022 Oakland party shooting: Two teenage brothers were killed and two other teenagers were wounded at a house party in the evening.",2022,4,"Oct",1,"Oct 1","Sat",37.7904,-122.2166
"1271",2022-10-01,"Philadelphia","Pennsylvania",0,4,4,"Four men were wounded after an early morning shooting in Frankford.",2022,4,"Oct",1,"Oct 1","Sat",40.0077,-75.1339
"1272",2022-09-30,"Tulsa","Oklahoma",1,3,4,"A student was killed and another student, an adult, and child were wounded after a homecoming football game at McLain High School.",2022,3,"Sep",30,"Sep 30","Fri",36.1283,-95.9042
"1273",2022-09-30,"Marks","Mississippi",0,5,5,"Five people were wounded after someone opened fire during an afterparty for a homecoming football game. Multiple others were wounded while attempting to flee the area.",2022,3,"Sep",30,"Sep 30","Fri",34.2535,-90.2723
"1274",2022-09-29,"McGregor","Texas",5,1,6,"Three adults and two teenagers were killed by a gunman who was later wounded and arrested by responding officers.",2022,3,"Sep",29,"Sep 29","Thu",31.4186,-97.4283
"1275",2022-09-28,"Uniontown","Alabama",0,5,5,"Five people were wounded in the evening.",2022,3,"Sep",28,"Sep 28","Wed",32.449,-87.4958
"1276",2022-09-28,"Columbus","Ohio",0,5,5,"Five people were wounded in the early morning at a gentleman club after an argument broke out and escalated.",2022,3,"Sep",28,"Sep 28","Wed",39.9862,-82.9855
"1277",2022-09-28,"Baltimore","Maryland",0,4,4,"Four adults were wounded around midnight near a Northeast Baltimore apartment complex after a social gathering.",2022,3,"Sep",28,"Sep 28","Wed",39.3051,-76.6144
"1278",2022-09-28,"New York City","New York",0,4,4,"Five hours after the previous NYC mass shooting, four people were shot and wounded in front of a building in Harlem.",2022,3,"Sep",28,"Sep 28","Wed",NA,NA
"1279",2022-09-28,"New York City","New York",0,4,4,"Four bystanders, including two teenagers, were wounded in a shooting between two people at London Plane Tree Skate Park in Ozone Park, Queens",2022,3,"Sep",28,"Sep 28","Wed",NA,NA
"1280",2022-09-28,"Oakland","California",1,5,6,"2022 Oakland school shooting: Four staff members and two students were shot by multiple gunmen at a complex that houses multiple schools. The shooting may have been tied to gang violence. One of the victims, died from his wounds in November 2022.",2022,3,"Sep",28,"Sep 28","Wed",37.7904,-122.2166
"1281",2022-09-27,"Goldsboro","North Carolina",0,4,4,"Responding officers found four people wounded after a ShotSpotter alert.",2022,3,"Sep",27,"Sep 27","Tue",35.3778,-77.9717
"1282",2022-09-27,"Jacksonville","Florida",0,4,4,"Four men were wounded by gunfire after two people approached them and opened fire.",2022,3,"Sep",27,"Sep 27","Tue",30.3322,-81.6749
"1283",2022-09-27,"Philadelphia","Pennsylvania",1,4,5,"A 14 year old was killed and four others injured in a shooting while watching a football scrimmage at Roxborough High School.",2022,3,"Sep",27,"Sep 27","Tue",40.0077,-75.1339
"1284",2022-09-25,"Harrisburg","Pennsylvania",0,4,4,"Four people were wounded during a late night party after an altercation escalated.",2022,3,"Sep",25,"Sep 25","Sun",40.2752,-76.8843
"1285",2022-09-25,"Hammond","Indiana",1,3,4,"Responding officers found four people in the early morning with one person dying at the scene.",2022,3,"Sep",25,"Sep 25","Sun",41.6168,-87.4909
"1286",2022-09-24,"Columbus","Ohio",1,3,4,"A man was killed and three others wounded in the late evening outside of a motorcycle club.",2022,3,"Sep",24,"Sep 24","Sat",39.9862,-82.9855
"1287",2022-09-24,"Louisville","Georgia",1,3,4,"Four people were wounded during a large block party with multiple weapons shot during the event.",2022,3,"Sep",24,"Sep 24","Sat",32.9955,-82.4001
"1288",2022-09-22,"Chicago","Illinois",0,4,4,"Four men were wounded in Douglas on the South Side after a person approached them and opened fire.",2022,3,"Sep",22,"Sep 22","Thu",41.8375,-87.6866
"1289",2022-09-20,"Mount Vernon","New York",0,4,4,"Four people were wounded during an evening vigil.",2022,3,"Sep",20,"Sep 20","Tue",40.9136,-73.8291
"1290",2022-09-20,"Niles","Michigan",2,3,5,"A 15-year-old girl and an 18-year-old woman were killed and three others were wounded when a group of people approached a house and opened fire.",2022,3,"Sep",20,"Sep 20","Tue",41.8346,-86.2473
"1291",2022-09-19,"Swainsboro","Georgia",1,3,4,"One person was killed and three wounded after an argument between the two groups escalated. One group reported left and returned armed and opened fire, resulting in a shootout.",2022,3,"Sep",19,"Sep 19","Mon",32.5866,-82.3345
"1292",2022-09-18,"Kenosha","Wisconsin",2,2,4,"Two men were killed and two more wounded at a local bar. The bar has been the scene of other shootings in the past month.",2022,3,"Sep",18,"Sep 18","Sun",42.5865,-87.8773
"1293",2022-09-18,"Allendale","Michigan",0,4,4,"Responding officers to a noise complaint near Grand Valley State University were then notified of shots fired near the location. At arrival they heard more gunfire and found four wounded, including two students.",2022,3,"Sep",18,"Sep 18","Sun",42.9845,-85.9499
"1294",2022-09-18,"Chicago","Illinois",2,2,4,"Four people were shot, two fatally while sitting on a porch on the South Side after a man pulled up and opened fire after exiting the vehicle.",2022,3,"Sep",18,"Sep 18","Sun",41.8375,-87.6866
"1295",2022-09-18,"Sunrise Manor","Nevada",0,5,5,"Five people were wounded at an early morning backyard birthday party. One person was initially targeted, with an additional four wounded when the crowd subdued the shooter.",2022,3,"Sep",18,"Sep 18","Sun",36.1783,-115.0487
"1296",2022-09-18,"New York City","New York",1,3,4,"Four people were shot, one fatally, in a drive-by shooting on 41st St and Warren St in Elmhurst",2022,3,"Sep",18,"Sep 18","Sun",NA,NA
"1297",2022-09-17,"Minneapolis","Minnesota",0,6,6,"Six people were injured in two shootings minutes apart from each other between 400 block and 800 block of Hennepin Avenue in downtown Minneapolis.",2022,3,"Sep",17,"Sep 17","Sat",44.9635,-93.2678
"1298",2022-09-17,"Blue Springs","Missouri",0,5,5,"Five people were wounded on US 40 Highway while ridding motorcycles in an apparent argument that escalated.",2022,3,"Sep",17,"Sep 17","Sat",39.0124,-94.2721
"1299",2022-09-16,"Milwaukee","Wisconsin",0,5,5,"Police discovered four individuals wounded after a fight escalated. A fifth wounded individual was later identified at a local hospital and later arrested.",2022,3,"Sep",16,"Sep 16","Fri",43.0642,-87.9675
"1300",2022-09-14,"Milwaukee","Wisconsin",0,4,4,"Four people were wounded in the early morning near the Brady Street bar district.",2022,3,"Sep",14,"Sep 14","Wed",43.0642,-87.9675
"1301",2022-09-14,"North Miami","Florida",0,5,5,"Shortly before midnight five people were wounded.",2022,3,"Sep",14,"Sep 14","Wed",25.9008,-80.1686
"1302",2022-09-14,"Los Angeles","California",0,4,4,"Four people were wounded near San Julian Park in Skid Row.",2022,3,"Sep",14,"Sep 14","Wed",34.1141,-118.4068
"1303",2022-09-13,"Chicago","Illinois",2,7,9,"Two people were killed and seven injured during an evening shooting in Washington Park after an argument escalated at a local park.",2022,3,"Sep",13,"Sep 13","Tue",41.8375,-87.6866
"1304",2022-09-13,"Oakland","California",0,4,4,"Four people including two bystanders were wounded after gunfire erupted, during a vehicle collision involving moving and parked cars.",2022,3,"Sep",13,"Sep 13","Tue",37.7904,-122.2166
"1305",2022-09-12,"Oklahoma City","Oklahoma",0,4,4,"Four people were wounded in a drive-by shooting while sitting on a porch.",2022,3,"Sep",12,"Sep 12","Mon",35.4676,-97.5136
"1306",2022-09-11,"Detroit","Michigan",0,4,4,"Four people were wounded in the early morning in a drive-by shooting in the Southeast side of the city.",2022,3,"Sep",11,"Sep 11","Sun",42.3834,-83.1024
"1307",2022-09-11,"Durham","North Carolina",1,3,4,"One person was killed, three others were wounded on Apex Highway near Westpark Dr.",2022,3,"Sep",11,"Sep 11","Sun",35.9792,-78.9022
"1308",2022-09-11,"Santa Fe","New Mexico",0,5,5,"Five people were wounded at a birthday party near Paseo Feliz.",2022,3,"Sep",11,"Sep 11","Sun",35.6619,-105.9819
"1309",2022-09-11,"Grand Rapids","Michigan",0,4,4,"Four people were wounded by gunfire in the early morning hours during what Grand Rapids police described as a ""large disorderly gathering"" near the Blue Bridge in the downtown area of the city.",2022,3,"Sep",11,"Sep 11","Sun",42.9619,-85.6562
"1310",2022-09-10,"Lexington","Kentucky",0,4,4,"Four people were wounded in a shooting on New Circle Road and Versailles Road.",2022,3,"Sep",10,"Sep 10","Sat",38.0423,-84.4587
"1311",2022-09-10,"Plainfield","Indiana",2,2,4,"Four people were shot, two fatally, at the White House Suites motel.",2022,3,"Sep",10,"Sep 10","Sat",39.6954,-86.3716
"1312",2022-09-09,"Minneapolis","Minnesota",1,3,4,"Two pregnant women and two men were shot at from a passing vehicle at the 4th Street Saloon in the Hawthorne neighborhood. A 34-year-old man, died of his injuries.",2022,3,"Sep",9,"Sep 9","Fri",44.9635,-93.2678
"1313",2022-09-09,"Little Rock","Arkansas",1,4,5,"Three people in a car were shot, one fatally, near the 1000 block of South Van Buren St; and two bystanders were wounded by shrapnel.",2022,3,"Sep",9,"Sep 9","Fri",34.7256,-92.3577
"1314",2022-09-09,"New York City","New York",0,4,4,"Four people were wounded in a shooting in the NYCHA Pelham Park Houses located in the Allerton neighborhood of the Bronx.",2022,3,"Sep",9,"Sep 9","Fri",NA,NA
"1315",2022-09-09,"Elk Mills","Maryland",5,0,5,"Five people were found shot to death in a murder-suicide at a home on Hebron Court. Among the victims were three children.",2022,3,"Sep",9,"Sep 9","Fri",NA,NA
"1316",2022-09-09,"Minneapolis","Minnesota",1,3,4,"Just after 1 a.m., at the Bullwinkle Saloon in the Cedar-Riverside neighborhood, a 34-year-old man was killed by gunfire, and three others injured.",2022,3,"Sep",9,"Sep 9","Fri",44.9635,-93.2678
"1317",2022-09-08,"Minneapolis","Minnesota",0,4,4,"At about 9:12 p.m., four people were shot, two of which were hospitalized with life-threatening injuries, in an incident near the Winner Gas Station on West Broadway in the Hawthorne neighborhood.",2022,3,"Sep",8,"Sep 8","Thu",44.9635,-93.2678
"1318",2022-09-07,"Lexington","Kentucky",0,11,11,"A fight broke out involving two uninvited, non-university, people led to gunfire wounding 11 students at a house party in the North Elizabeth Street neighborhood adjacent to the University of Kentucky.",2022,3,"Sep",7,"Sep 7","Wed",38.0423,-84.4587
"1319",2022-09-07,"Washington","District of Columbia",1,3,4,"Four people were shot, one fatally, in an afternoon drive-by shooting on Chesapeake St SE in the Washington Highlands neighborhood. The shooting occurred within 1,000 feet  of a school  while an after-school program was in session.",2022,3,"Sep",7,"Sep 7","Wed",38.9047,-77.0163
"1320",2022-09-05,"Kansas City","Missouri",2,2,4,"Four people were shot, two fatally, at a house party.",2022,3,"Sep",5,"Sep 5","Mon",39.1238,-94.5541
"1321",2022-09-05,"St. Louis","Missouri",0,4,4,"Four people were shot in a drive-by shooting in the O'Fallon neighborhood.",2022,3,"Sep",5,"Sep 5","Mon",38.6359,-90.2451
"1322",2022-09-05,"Phoenix","Arizona",0,4,4,"Two people were shot inside an apartment unit at Sunrise Vista Apartments with stray bullets entering a next door apartment to strike two bystanders, including a child.",2022,3,"Sep",5,"Sep 5","Mon",33.5722,-112.0892
