Date,Community,State,Dead,Injured,Total,Description
August 28,Albany (3),New York,0,5,5,"Responding officers found two wounded men, a wounded teenager and two other adults were later found at hospitals.[273]"
August 28,San Diego (3),California,0,4,4,"Two groups got into an argument near Belmont Park and a man opened fire, wounding four people.[274]"
August 28,Chicago (49),Illinois,0,4,4,Four adults were wounded in Douglas Park while attending a large gathering.[275]
August 27,Sharon Hill,Pennsylvania,1,4,5,"After a football game at a high school, a civilian was injured in a drive-by shooting. Police fired back, which district attorney Jack Stollsteimer says likely hit four people, including an eight-year-old girl who was killed.[276]"
August 27,Huntington,West Virginia,2,2,4,"Two adults and two children were shot, with an adult and child later dying from their injuries.[277]"
August 27,Los Angeles (2),California,0,4,4,Four men were found injured in the West Hollywood neighborhood.[278]
August 26,Minneapolis (3),Minnesota,0,7,7,Seven people were wounded just after midnight when two people opened fire at one another.[279]
August 23,Chicago (48),Illinois,0,4,4,A teenager and three adults were wounded in a drive by shooting in Uptown.[280]
August 22,Chicago (47),Illinois,1,4,5,"A man was killed and three adults and a teenager were wounded in East Garfield Park, about four hours after a previous mass shooting.[281]"
August 22,Carbondale,Illinois,1,3,4,A SIU student was killed and three other people wounded at a party hosted at a private residence.[282]
August 22,Portland (5),Oregon,0,5,5,Five men were wounded at a vigil for a man that had been killed in the same location earlier in the day.[283]
August 22,Grand Rapids,Michigan,1,3,4,One person was killed and three wounded in an early morning shooting.[284]
August 21,Chicago (46),Illinois,0,4,4,Four people were wounded in an East Garfield Park drive-by.[285]
August 21,Chicago (45),Illinois,1,5,6,"A man was killed and five others wounded while standing in a Calumet Heights parking lot, after two men opened fire from an alley.[286]"
August 20,Flint (3),Michigan,1,3,4,One person died and three were injured after a shooting.[287]
August 19,Chicago (44),Illinois,0,4,4,Four people were shot in a Bronzeville business.[288]
August 19,Philadelphia (14),Pennsylvania,1,4,5,A drive-by shooting outside a barbershop killed one and wounded four.[289]
August 19,Edgewood,Maryland,1,3,4,A man was killed and three others wounded in an evening shooting.[290]
August 18,Germantown,Maryland,1,3,4,"A teenager was arrested for allegedly shooting four people on a basketball court, killing a man and wounding three teenagers.[291]"
August 18,Youngstown (2),Ohio,2,4,6,"Two people, including a 10-year-old girl, were killed, and four wounded after a shooting.[292]"
August 18,Los Angeles (1),California,0,4,4,Four men were wounded after a shooting in Playa del Ray.[293]
August 18,Durham (3),North Carolina,1,3,4,A man was killed and three injured in a shooting.[294]
August 17,New York City (11),New York,0,5,5,Five men were wounded in a drive-by shooting outside a grocery store in Brooklyn.[295]
August 16,New York City (10),New York,0,8,8,Five women and three men were wounded outside a housing project in Brooklyn shortly after midnight.[296]
August 16,Detroit (9),Michigan,1,3,4,A man was killed and three others injured outside a local bar.[297]
August 15,San Antonio (3),Texas,3,2,5,"Three people were killed and two injured after a fight escalated in the parking lot of a local sports bar on the East Side, by a man who drew a long gun and shot into the air.[298]"
August 15,Chicago (43),Illinois,0,4,4,Three men and a woman were wounded standing outside a home shortly after midnight.[299]
August 14,Akron,Ohio,0,5,5,Four adults and a teenager were wounded outside a nightclub shortly after midnight.[300]
August 14,Indianapolis (8),Indiana,1,4,5,A man was killed and three adults and a child wounded in a strip mall parking lot in the early morning.[301]
August 14,New York City (9),New York,0,4,4,Four men were wounded in Brooklyn shortly after midnight.[302]
August 14,Trenton,New Jersey,0,4,4,Responding officers found four wounded in the early morning.[303]
August 13,Paradise,Nevada,1,6,7,One person was killed and six teenagers wounded after a fight broke out at a local park shortly after midnight.[304]
August 11,Philadelphia (13),Pennsylvania,1,4,5,A man opened fire on a group playing a dice game outside a local bar. One man was killed and four injured.[305]
August 10,Portland (4),Oregon,2,4,6,"Two men, identified as rap-artists connected to the Wu-Tang Clan, were killed and four others wounded, in a potential drive-by shooting.[306]"
August 10,Clarksdale,Mississippi,2,2,4,A woman and teenager were killed and two other individuals wounded in an evening shooting.[307]
August 9,Flint (2),Michigan,2,4,6,Two teenagers were killed and four others injured at a late-night party at a city park.[308]
August 9,Boston (3),Massachusetts,1,5,6,"A woman was killed and five others were injured in a shooting on Irma Street near the Mattapan/Dorchester border. Police arrived at the scene at about 12:30 a.m. and pronounced the woman dead.[309] On August 24, police charged a 37-year-old man with murder in connection to the shooting.[310]"
August 8,Chicago (42),Illinois,1,4,5,A security guard and four others were wounded after a man got into an argument with two security guards outside a club on the South Side.[311]
August 8,New Orleans (8),Louisiana,0,5,5,Five people were shot in the early morning on Bourbon Street. This was the second weekend in a row with a mass shooting in the city.[312]
August 8,Houston (15),Texas,1,5,6,A man was killed and five others wounded after a fight in a night club escalated out of the club and into the parking lot.[313]
August 8,Chicago (41),Illinois,1,6[n 3],7,"Two men were arguing outside a lounge on the South Side, before it escalated. One of the two was killed, and the other along with five bystanders was injured.[314]"
August 8,New York City (8),New York,2,3,5,Two men were killed and three wounded at an outdoor event space in Brooklyn shortly after midnight.[315]
August 7,Montgomery (4),Alabama,0,4,4,Three men and a woman were wounded shortly after midnight.[316]
August 7,Chicago (40),Illinois,0,4,4,Four men were wounded in a drive-by shooting.[317]
August 7,Norfolk (3),Virginia,0,4,4,Four people were wounded in an early morning shooting in the Neon District.[318]
August 6,Nashville (3),Tennessee,0,4,4,"Four people, two on the side walk and two in a vehicle, were wounded in a drive-by shooting in  West Nashville.[319]"
August 4,Philadelphia (12),Pennsylvania,0,4,4,Four adults were wounded a block away from Temple University Hospital.[320]
August 3,Urbana,Illinois,1,3,4,A woman was killed and three others injured in the early morning in a home. Three men walked to the side of the home and shot repeatedly through the windows and walls.[321]
August 2,Greenwood,South Carolina,3,1,4,Two adults and a child were killed and a child wounded in a home. The shooter was arrested in Florida shortly after.[322] The shooter was sentenced to life in prison in 2022.[323]
August 2,Columbia (2),South Carolina,0,9,9,Nine people were wounded in the early morning at a local dance studio.[324]
August 1,New Orleans (7),Louisiana,0,5,5,Five adults were wounded in an early morning shooting near Bourbon Street.[325]
August 1,New Orleans (6),Louisiana,1,3,4,A teenager was killed and two teenagers and an adult were wounded by a teenager in the Central Business District. He was turned in by a family member.[325]
August 1,Nacogdoches,Texas,1,3,4,A man was killed and three wounded in an early morning shooting. Five suspects were later arrested.[326]
August 1,Providence (2),Rhode Island,0,5,5,Five people were wounded in the parking lot of a Popeyes restaurant in the early morning.[327]
July 31,Columbus (6),Ohio,1,4,5,"Five people were wounded in an early morning shooting outside a local bar, and one died later at the hospital. An argument escalated causing a gunfight between multiple people.[328]"
July 31,Chicago (39),Illinois,0,4,4,Four adults were wounded in an early morning shooting while at a gathering in Jackson Park on the South Side.[329]
July 31,Saginaw (2),Michigan,2,2,4,Two people were wounded and two killed at a large public gathering.[330]
July 31,New York City (7),New York,0,10,10,"Ten people, including seven bystanders, were wounded in a night-time gang shooting outside a laundromat. The incident took place in North Corona, Queens.[331]"
July 31,Indianapolis (8),Indiana,0,5,5,Three adults and two children were wounded outside a funeral home. It is believed an argument escalated inside the building prior.[332]
July 31,Lexington,Kentucky,0,5,5,Responding officers found five people wounded in an evening shooting.[333]
July 29,Davenport,Iowa,0,4,4,A feud between the occupants of two vehicles escalated into gunfire injuring three adults and a child.[334]
July 29,Pittsburgh (1),Pennsylvania,3[n 3],2,5,"After an argument a man shot and killed his parents. He called 911, and stated he wished to turn himself in, but opened fire at responding officers wounding two. He fled the scene in a vehicle that he crashed and was discovered dead due to a self inflicted gunshot wound.[335]"
July 28,Charleston,South Carolina,1,4,5,"Five people were wounded in an afternoon shooting, with one later dying at the hospital.[336]"
July 28,Washington (10),District of Columbia,0,4,4,Four adults were wounded in a shooting in Southeast DC.[337]
July 26,Fort Worth (3),Texas,2[n 3],3,5,"A shooter killed one and injured three after opening fire at a backyard party, after becoming upset, leaving and returning. He was chased down by partygoers who threw bricks at him in defense, and was pronounced dead by responding police.[338]"
July 25,Detroit (8),Michigan,0,7,7,Seven people were wounded at a candlelit vigil on the West Side for a hit and run victim. The shooter pulled up in a vehicle and opened fire on the crowd.[339]
July 25,Wasco,California,5[n 3],1,6,"When responding to a hostage situation at a home in Wasco, officers were fired upon by the shooter. Two officers were shot, and one succumbed to their injuries. Three people inside the house were slain by the shooter. The gunman was also killed during the shootout.[340]"
July 25,Chicago (38),Illinois,0,5,5,"Five men were wounded shortly after midnight while standing in an Austin backyard, after a man entered and opened fire.[341]"
July 25,Seattle (2),Washington,2,3,5,Two people were killed and three injured after someone opened fire on a group leaving a nightclub.[342]
July 24,Columbus (5),Ohio,0,4,4,Four people were wounded in a parking lot in Short North in an early morning.[343]
July 24,Amarillo (2),Texas,0,6,6,Six people were wounded in an early morning shooting after an argument escalated at an after-hours club.[344]
July 24,Macon,Georgia,2,2,4,Two people were killed and two injured shortly after midnight after a fight escalated.[345]
July 23,San Rafael,California,2,4,6,"Two people were killed and four injured inside a parking garage near a local nightclub. Responding officers attempted to stop multiple vehicles leaving the structure, with some carrying shooting victims.[346]"
July 23,Spartanburg (2),South Carolina,2,2,4,Two people were killed and two wounded in a drive-by-shooting.[347]
July 23,Darlington,South Carolina,0,4,4,Four people were wounded in a van after individuals in a pickup truck opened fire in the early morning.[348]
July 22,Houston (14),Texas,1,5,6,One person was killed and five injured outside a local restaurant in a drive-by shooting.[349]
July 21,Chicago (37),Illinois,2,3,5,"Ten minutes after an earlier shooting, three teenagers (two would later die) and two adults were wounded in North Lawndale.[350]"
July 21,Adelphi,Maryland,1,4,5,A man was killed and four others wounded at a condo complex after an argument escalated.[351]
July 21,Chicago (36),Illinois,2,3,5,A 15-year-old and a 16-year-old were killed and three other adults were wounded on a street corner. The 16-year-old died the next day.[352]
July 21,Chicago (35),Illinois,0,8,8,"Shortly before midnight someone opened fire on a party bus passing by a gas station in Old Town. Seven people were wounded in the bus, and one while pumping gas.[353]"
July 20,Jacksonville,Texas,4,0,4,Four adults were killed in a robbery after three men broke into their home. The three men were arrested later the next day.[354]
July 19,Chicago (34),Illinois,0,4,4,Four men were injured in Homan Square while standing outside at night.[355]
July 19,Perth Amboy,New Jersey,0,6,6,A gunman opened fire at a group of people leaving a bar early in the morning. Six people were wounded.[356]
July 18,Toledo (3),Ohio,1,3,4,One person was killed and three wounded in a shooting.[357]
July 18,Gainesville (2),Florida,1,4,5,A man was killed and four others wounded in a drive by shooting outside of a convenience store.[358]
July 18,Burlington,North Carolina,0,4,4,Four were wounded in a shooting after an argument.[359]
July 18,Tucson (1),Arizona,2,4,6,"Two EMTs were injured after a man opened fire on them as they responded to an unrelated medical incident. The man then drove to a nearby structure fire and shot at nearby people, killing a bystander and wounding a firefighter.[360]"
July 18,Houston (13),Texas,3[n 3],2,5,Responding officers arrived at a motel where a man was threatening to kill others and responding officers. The man shot and killed two adults and wounded two others before being shot and killed by police.[361]
July 18,Walnut Creek,California,1,3,4,One person died and three were wounded after a shooting outside a nightclub.[362]
July 17,Washington,District of Columbia,0,3,3,In the middle of the sixth inning in a game agenst the Padres. 2 vehicles engaged in a short shootout just outside the 3rd Base Gate at Nationals Park. Both drivers were injured and a female fan leaving the game was treated for graze wounds at a local hospital no fans inside the stadium were harmed and at no point was the event declared active. The game was eventually suspended after a 10-15 Minute saftey hold. Local camera footage helped rapidly identify one suspect car quickly resulting in a BOLO on the Toyota Camryand connection to the Friday night shooting [363]
July 17,Portland (3),Oregon,1,6,7,A woman was killed and six others were injured in a shooting in Downtown Portland.[364]
July 17,Chicago (33),Illinois,0,6,6,Five teenage girls aged 12 to 19 years old were wounded while standing outside a party in Austin on the West Side.[365]
July 16,Sacramento (1),California,2,4,6,Shortly before midnight two men were killed and four others injured in Old Sacramento near the old train tracks.[366]
July 16,Washington (9),District of Columbia,1,5,6,A six-year-old girl was killed and five adults were injured in a shooting in the nation's capital.[367]
July 16,Manchester,New Hampshire,0,4,4,Four people were wounded as passengers in a van taking them from a nightclub.[368]
July 16,Greenville,South Carolina,1,3,4,One person was killed and three injured at Conestee Park after an argument escalated.[369]
July 16,Chicago (32),Illinois,1,3,4,One man was killed and three others injured in Austin shortly before midnight.[370]
July 16,Philadelphia (11),Pennsylvania,1,4,5,An adult was killed and three adults and a fourteen-year-old injured in an evening shooting.[371]
July 15,Boston (2),Massachusetts,0,4,4,Officers responding to a ShotSpotter alert discovered four people wounded at the Bromley Heath Projects in Mission Hill.[372]
July 15,Levelland,Texas,1,3,4,Officers responding to a 911 call were fired upon by a suspect who barricaded themselves in a home. One officer was killed and three injured.[373]
July 15,Lake Ozark,Missouri,1,4,5,A man was killed and four others injured after an argument and physical fight between multiple motorcycle clubs escalated.[374]
July 14,Chicago (31),Illinois,0,5,5,Five adults were wounded outside a food mart in Gresham after three men jumped out of a car and opened fire.[375]
July 14,Chicago (30),Illinois,0,5,5,"Five people were wounded in West Garfield Park on the West Side, after a man approached them and opened fire.[376]"
July 14,Claymont,Delaware,2,2,4,A man and teenager were killed and two adults wounded in an evening shooting in the Knollwood neighborhood.[377]
July 13,Indianapolis (7),Indiana,0,4,4,"Four men were wounded in an early morning shooting, three of the four were found in a vehicle.[378]"
July 13,Detroit (7),Michigan,1,6[n 3],7,"A man was killed and six others wounded at a banquet hall, after a shooter opened fire due to an earlier argument. Attendees fired back and wounded the suspect, who was later arrested.[379]"
July 12,Iselin,New Jersey,0,4,4,Four people were wounded in the early morning at a hotel.[380]
July 12,New York City (6),New York,0,4,4,Multiple masked shooters wounded four in Queens after exiting a car and opening fire.[381]
July 12,Beaver Falls,Pennsylvania,2,3,5,Two men were killed and three injured after a gun fight between two cars in the parking lot of a housing complex.[382]
July 12,Castroville,California,3,1,4,Three men were killed and one injured after a gunman opened fire at a house party.[383]
July 11,El Paso (1),Texas,1,5,6,A man was killed and five others wounded at an activities complex in the early morning.[384]
July 10,Philadelphia (10),Pennsylvania,0,6,6,Six men were wounded after two shooters walked up to them and opened fire shortly before midnight in the North Philadelphia neighborhood of  Hunting Park.[385]
July 10,Boston (1),Massachusetts,0,4,4,"Four people were wounded in Dorchester, neighbors at first believed it was continuing Independence Day celebrations.[386]"
July 10,Springfield (2),Ohio,1,3,4,A man was killed and a woman and two children were injured at a gas station in a potential incident of domestic violence.[387]
July 8,Hartford,Connecticut,0,4,4,Four men were wounded by five teenagers who opened fire at the same location they had wounded a woman two days prior. The teenagers were later arrested.[388]
July 5,Buffalo (2),New York,0,4,4,Three adults and a three-year-old were injured while standing outside in a large group after someone opened fire.[389]
July 5,Santa Rosa,California,1,3,4,A drive-by shooting left one person dead and three others injured at an illegal fireworks show.[390]
July 5,Chicago (29),Illinois,2,4,6,"A shooting in Washington Park left two dead and four injured, including a 12-year-old girl and a 13-year-old boy.[391]"
July 5,Toledo (2),Ohio,1,11,12,One person was killed and eleven others injured at an Independence Day block party.[392]
July 4,Thermal,California,0,4,4,"An overnight shooting left four injured, two critically.[393]"
July 4,Cincinnati (5),Ohio,2,3,5,Two people were killed and three injured in a shooting at a large teen party at a city park.[394]
July 4,Cleveland (5),Ohio,0,4,4,Four adults were wounded in an evening shooting.[395]
July 4,Peoria,Illinois,0,4,4,Two juveniles and two others were injured on Sunday night.[396]
July 4,Omaha,Nebraska,1,4,5,"A group of people were fired upon in a parking lot, leaving one dead and four injured.[397]"
July 4,Danville (1),Illinois,0,4,4,Four people were wounded in a shooting at a rap concert.[398]
July 4,Kansas City (2),Missouri,0,4,4,"Four adults were wounded at a local club, and all refused to talk with law enforcement about the incident.[399]"
July 4,Fort Worth (2),Texas,0,8,8,Eight people were wounded near a local car wash in the early morning.[400]
July 4,Rantoul,Illinois,0,5,5,Two juveniles and three adults were wounded in a shooting.[401]
July 4,Dallas (5),Texas,0,5,5,A shooting at an Independence Day gathering in southeast Dallas left at least four people wounded.[402]
July 4,Dallas (4),Texas,3,2,5,A shooting at a neighborhood block party left three people dead and two injured.[403]
July 3,Chadbourn,North Carolina,3,1,4,Responding officers found three men killed and one injured at a large party in the early morning.[404]
July 3,Lancaster,Pennsylvania,0,4,4,Four adults were wounded in an early morning shooting.[405]
July 3,Swainsboro,Georgia,1,3,4,One person was killed and three injured in a shooting at a sports bar.[406]
July 3,Chicago (28),Illinois,0,4,4,Shortly before midnight four men were wounded in a drive-by shooting in Gresham.[407]
July 2,Philadelphia (9),Pennsylvania,1,4,5,A man was killed and four others injured after an afternoon shooting in East Mount Airy.[408]
July 2,Norfolk (2),Virginia,0,4,4,Three teenagers and a six-year-old were injured in an afternoon shooting. A fifteen-year-old was later arrested in connection with the shooting.[409]
July 2,Champaign,Illinois,1,4[n 4],5,"A teenager was killed and four adults, including a pregnant woman were injured at an American Legion after a funeral.[410]"
July 1,Chicago (27),Illinois,0,7,7,"Unknown assailants fired into a residence in Englewood, injuring seven people including a baby girl.[411]"
July 1,Spartanburg (1),South Carolina,2[n 3],4,6,"Two people, including the believed shooter, were killed and four injured in a shooting at a local park.[412]"
July 1,Chesapeake,Virginia,1,3,4,"Responding police officers to shots fired, found one man deceased and an adult and two teenagers injured.[413]"
June 30,Chicago (26),Illinois,0,4,4,Four teenagers were wounded while walking in Little Village on the West Side in the evening.[414]
June 30,Marrero,Louisiana,0,4,4,"A car pulled up to another car waiting to turn and opened fire. An adult, ten-month-old, four and fifteen-year olds were all injured.[415]"
June 30,Dover (2),Delaware,1,3,4,"A group of people were fired upon, leaving one killed and three injured.[416]"
June 30,Houston (12),Texas,3,1,4,Two adults and a six-year-old were killed and a ten-year-old injured in an evening shooting.[417]
June 28,Rochester (2),New York,1,3,4,"A man opened fire into a crowded Walmart parking lot, killing one and injuring three.[418]"
June 27,St. Charles,Illinois,1,3,4,A man was killed and three others wounded at a night club in the early morning.[419]
June 27,Chicago (25),Illinois,1,10,11,A woman died and ten others were injured after three shooters approached them from an alley and opened fire in Marquette Park.[420]
June 27,Chicago (24),Illinois,1,5,6,Five adults and a teenager were wounded in a drive-by shooting while standing outside in South Shore. A woman died later at the hospital[421]
June 27,Memphis (5),Tennessee,3,1,4,A tenant with a mental disorder killed three and wounded a neighbor in his boarding house.[422]
June 27,Greensboro (2),North Carolina,0,4,4,"After an argument escalated at a pool party hosted at an apartment complex, four people were wounded.[423]"
June 26,Houston (11),Texas,1,3,4,A man was killed and three wounded at a pay-per-view event at a nightclub after a fight broke out.[424]
June 26,Chicago (23),Illinois,1,3,4,A man was killed and three others wounded after an argument escalated in the morning in West Rogers Park.[425]
June 26,Fort Deposit,Alabama,1,3,4,An argument escalated at a funeral service after an outside group refused to turn down music in their car. A man was killed and three others injured.[426]
June 25,Columbus (4),Ohio,0,4,4,Two children and two adults were shot in an SUV.[427][full citation needed]
June 25,Chicago (22),Illinois,0,4,4,"Shortly before midnight, two men and two women were injured in a drive-by shooting in Park Manor, in which the shooter drove a moped.[428]"
June 25,New York City (5),New York,0,5,5,Five people were shot in an early morning drive-by at a graduation party in the Bronx.[429]
June 24,Gainesville (1),Florida,1,4,5,"Two shooters opened fire at a local American Legion Post, which was hosting a teen party. All five injured were teenagers.[430]"
June 23,Buffalo (1),New York,0,4,4,"Two adults and two children were wounded at the local JFK Park, after a man opened fire.[431]"
June 23,Chicago (21),Illinois,0,4,4,Four people were shot while standing outside when two shooters opened fire in South Austin.[432]
June 23,Montgomery (3),Alabama,2,2,4,Two men were found dead and two more injured by responding police officers.[433]
June 23,Chicago (20),Illinois,0,4,4,Four motorcycle club members were wounded in Englewood.[434]
June 21,Washington (8),District of Columbia,0,4,4,Minnesota Vikings defensive tackle Jaylen Twyman was shot along with three others while visiting his aunt.[435]
June 21,St. Louis (3),Missouri,3,4,7,Three people were killed and four injured in a shooting outside a convenience store.[436]
June 20,Richmond (3),Virginia,1,3,4,A man was killed and three wounded while leaving Shockoe Bottom after someone opened fire on a group of people.[437]
June 20,Cincinnati (4),Ohio,1,3,4,A woman was killed and three others injured shortly after midnight.[438]
June 20,Aurora (1),Colorado,1,4,5,A man was killed and four others wounded during an early morning Juneteenth celebration at a local strip mall.[439]
June 20,Wildwood,Florida,1,10,11,A woman was killed and ten others injured at an annual community Fathers Day celebration. The shooter was shortly arrested.[440]
June 20,Richmond,California,3,5,8,"Celebrators of a Marimba; a Guatemalan music and dance party, were shot by multiple shooters who fled in vehicles[441]"
June 20,Dallas (3),Texas,0,8,8,"Eight people were wounded in a shootout between two groups after an argument escalated. Each group had rented a party space, and two of the injured were children.[442]"
June 20,Granger,Indiana,1,4,5,A man was killed and four others were wounded in an early morning shooting at a local brewing companies parking lot.[443]
June 20,Atlantic City,New Jersey,1,3,4,One man was killed and three others injured while standing on a porch after a bicyclist opened fire.[444]
June 19,Oakland (6),California,1,6,7,A man was killed and five others injured at Lake Merritt near the city's Juneteenth celebration.[445]
June 19,Anchorage,Alaska,1,4,5,Four people wounded and one killed in a shooting.[446]
June 19,Baton Rouge (3),Louisiana,2,4,6,Two people were killed and four injured in a parking lot after an argument escalated between unknown people and partygoers leaving a concert.[447]
June 19,Newark (1),New Jersey,0,4,4,Responding officers found two wounded men in an early morning shooting. Shortly after two more were identified at a local hospital.[448]
June 18,Minneapolis (2),Minnesota,0,5,5,Shortly before midnight five people were wounded in Dinkytown.[449]
June 17,Durham (2),North Carolina,2,2,4,A shooting killed two and wounded another two.[450]
June 17,Petersburg,Virginia,0,4,4,Four men were wounded in a shooting.[451]
June 17,Paterson (3),New Jersey,0,4,4,Four people were wounded in a shooting.[452]
June 17,"Glendale,Peoria,Surprise",Arizona,1,12,13,"One person was killed and twelve others injured in eight drive-by shootings in the West Valley area. A male suspect was taken into custody. Of the injuries, three were wounded by gunfire, while nine others sustained indirect injuries, such as shrapnel from broken glass due to a car crash.[453][454]"
June 16,Baltimore (5),Maryland,1,5,6,"Six people were shot, one fatally, in West Baltimore.[455]"
June 15,Chicago (19),Illinois,0,5,5,Five people were wounded at West Garfield Park.[456]
June 15,Chicago (18),Illinois,5,3,8,Four women were killed and three others injured after gunfire erupted in a South Side residence. Another woman died in a hospital.[457][458]
June 15,Albertville,Alabama,4[n 3],1,5,A shooting at a Mueller Water Products factory killed two and injured two others.[459] The gunman killed himself at another location. One wounded victim died of his injuries in 2024.[460]
June 14,Boynton Beach,Florida,1,3,4,A drive-by shooting on Interstate 95 killed one and injured three.[461]
June 14,Lansing (1),Michigan,2,2,4,Two people were killed and two others injured at a city park.[462]
June 13,West Salem,Ohio,1,5,6,An altercation resulted in a shooting that killed one and injured five others at a racetrack.[463]
June 13,Louisville (1),Kentucky,1,3,4,One man was killed and three other people were injured after a shooting in a Newburg neighborhood.[464]
June 12,Cincinnati (3),Ohio,0,4,4,Four people were wounded in a drive-by. Two of the victims were children caught in crossfire.[465][466]
June 12,Chicago (17),Illinois,1,9,10,A shooting in Chatham on the South Side left one dead and nine injured.[467]
June 12,Cleveland (4),Ohio,3,4,7,Three men were killed while three women and another man were injured in the Kinsman neighborhood.[468]
June 12,Austin (1),Texas,1,13,14,"At least 14 people were shot in Downtown Austin in the early morning hours, leaving one dead. A suspect has been arrested while police are still looking for another.[469]"
June 11,Dallas (2),Texas,0,5,5,"A shooting left five people injured, including a four-year-old girl.[470]"
June 11,Winston-Salem (1),North Carolina,1,3,4,A shooting left one man dead and four others injured.[471]
June 11,Savannah,Georgia,1,7,8,One person was killed and seven others wounded in a shooting at a housing project.[472]
June 11,White Center,Washington,2,2,4,Two people were killed and two others hurt in a shooting in White Center near West Seattle.[473]
June 10,Detroit (6),Michigan,1,3,4,"A drive by shooting on the west side left one dead and three injured, including a six-year-old boy.[474]"
June 10,Yonkers,New York,0,4,4,Four people were wounded in a drive by shooting that was potential gang activity.[475]
June 8,Memphis (4),Tennessee,1,4,5,Four people were wounded and one killed in an afternoon shooting. The suspect is known to the victims.[476]
June 8,Nashville (2),Tennessee,1,3,4,Three teenagers were wounded and an adult woman was killed after their cars were boxed in by other vehicles and fired upon. A fourth teenager was injured in a car accident as one of the cars attempted to flee the gunfire.[477]
June 8,Houston (10),Texas,0,5,5,"Four people were shot, and a fifth wounded by bullet fragments in the early morning at a bar. The shooting was believed to be in retaliation of three men being denied entry into the bar.[478]"
June 7,Cleveland (3),Ohio,0,6,6,Six people were wounded in an early morning shooting while standing on a porch.[479]
June 7,Homestead,Florida,3[n 3],3,6,"A man killed his girlfriend, and another man, and injured three teenagers in a Florida home. The man committed suicide upon police arrival.[480]"
June 6,Kendall,Florida,3,6,9,Three people were killed and six more injured at a graduation party inside of a restaurant/hookah lounge.[481]
June 6,St. Louis (2),Missouri,0,4,4,"Three shooters opened fire on a group of teenagers near Kiener Plaza, injuring four.[482]"
June 6,Maury,North Carolina,0,4,4,Four people were injured by gunfire at a party in a trailer park.[483]
June 6,Portland (2),Oregon,4,0,4,Four people were shot dead at a home in southeast Portland.[484]
June 6,Oakland (5),California,0,5,5,Five men were wounded in the Fremont neighborhood in a drive-by shooting.[485]
June 6,Salt Lake City,Utah,1,4,5,One person was killed and four more injured in a drive-by shooting.[486]
June 6,Chicago (16),Illinois,0,8,8,"Two shooters opened fire on a group in Chatham, injuring eight.[487]"
June 5,Indianapolis (6),Indiana,2,2,4,Two people were killed and two more injured while exiting a Boston Market earlier in the morning in northeastern Indianapolis.[488]
June 5,New Orleans (5),Louisiana,0,8,8,Eight people were wounded in an evening shooting while standing outside a vacant hotel.[489]
June 4,Fruitport Township,Michigan,1,3,4,One person was killed and three injured.[490]
June 2,Wilmington (2),Delaware,1[n 3],3,4,"A shooter opened fire on officers during a domestic dispute in an apartment, injuring three. The shooter was found dead from a self-inflicted gunshot wound the next day.[491]"
June 2,Toledo (1),Ohio,0,4,4,Four people were shot and one other was seriously injured after being run over by a car outside a bar.[492]
June 2,Magnolia,Arkansas,0,4,4,Police responding to a fight at a local park were then notified of gunfire. Four people were wounded and one of the shooters was arrested after a car chase.[493]
June 2,Springfield (1),Ohio,0,6,6,Two people are in custody after six people were injured in an overnight shooting at a wake.[494]
May 31,St. Louis (1),Missouri,0,4,4,Four men were wounded in a drive-by shooting.[495]
May 31,Garfield Heights,Ohio,1,4,5,"One person was killed and four others, including two teenagers, were injured in a shooting during a block party.[496]"
May 31,New York City (4),New York,0,5,5,Five people were shot in the Bushwick area of Brooklyn.[497]
May 30,Chicago (15),Illinois,0,4,4,Four teens injured in drive-by.[498]
May 30,Aliceville (2),Alabama,1,4,5,One person was killed and four others were injured at a residence.[499]
May 30,Hialeah,Florida,3,20,23,"2021 Hialeah shooting: Three shooters stepped out of a white SUV, using assault rifles and handguns, and opened fire on a billiards club. Some of the gunmen are still at large.[500]"
May 29,San Antonio (2),Texas,2,2,4,"Two people were killed and two others injured in a drive-by shooting, after leaving a memorial service at a North Side bar.[501]"
May 28,Dellwood,Missouri,1,3,4,A man was killed and three other people injured shortly before midnight outside a club.[502]
May 28,Miami (5),Florida,1,6,7,"Shortly before midnight, police responded to a ShotSpotter alert in Wynwood where they found one person killed and six injured.[503]"
May 27,Durham (1),North Carolina,0,5,5,A drive-by shooting left five people injured.[504]
May 26,San Jose,California,10[n 3],0,10,"2021 San Jose shooting: An employee opened fire at a Santa Clara Valley Transportation Authority (VTA) control center in San Jose, California, killing nine others before committing suicide.[505]"
May 26,Chicago (14),Illinois,0,4,4,Three teenagers and an adult were wounded in an apartment in the Englewood neighborhood on the South Side. One of the teenagers was pronounced dead before being resuscitated by doctors.[506]
May 24,Inkster,Michigan,2,2,4,Two people were killed and two others were injured in a shooting while playing basketball.[507]
May 24,West Jefferson,Ohio,4,0,4,At least four people were killed at an apartment complex.[508] The shooter was given 4 life sentences without parole in 2024.[509]
May 24,Bay Shore,New York,0,4,4,Four people were wounded at a basketball court near a local marina when someone opened fire.[510]
May 23,Chicago (13),Illinois,0,4,4,Four men were wounded outside a home in East Garfield Park after a man opened fire in the afternoon.[511]
May 23,Paterson (2),New Jersey,0,5,5,A shooting at large gathering left five people injured.[512]
May 23,Norfolk (1),Virginia,0,4,4,Four people were wounded in an overnight shooting.[513]
