Date,Community,State,Dead,Injured,Total,Description
August 28,Albany (2),New York,0,6,6,Six people were wounded in an overnight shooting in Pine Hills.[236]
August 28,Clinton,Wisconsin,0,4,4,Four people were shot at a yard party on a rural homestead.[237]
August 27,Spokane (2),Washington,1,3,4,Three people were shot and one killed at Franklin Park.[238]
August 27,New York City (12),New York,1,4,5,"Five people were shot, one fatally, just before midnight on the Coney Island boardwalk in Brooklyn.[239]"
August 27,Lexington (2),Kentucky,0,7,7,Seven people were shot near Wild Health Field.[240]
August 26,Greensburg,Louisiana,1,4,5,"Five people were shot, one fatally, at a convenience store in St. Helena Parish.[241]"
August 26,Racine (2),Wisconsin,0,5,5,Five people were shot near State and Prospect streets.[242]
August 25,Birmingham (3),Alabama,1,6,7,"Seven people were shot, one fatally, during two shootings along Finley Boulevard. Police believe the shootings were targeted incidents.[243]"
August 25,Niagara Falls,New York,1,3,4,A person was killed and three others were wounded on 400 block of Ninth Street.[244]
August 25,Tucson,Arizona,4,0,4,A man killed a Pima County Constable and two others before turning the gun on himself during an eviction.[245]
August 25,Henderson,Kentucky,2,2,4,"Four people were shot, two fatally, at a homeless shelter.[246][247][248][249][250]"
August 25,Spokane (1),Washington,0,4,4,"Four people, including three juveniles, were wounded at Dutch Jake Park.[251]"
August 24,Milwaukee (6),Wisconsin,1,3,4,An elderly woman was killed and three others were injured on the 2600 block of N. 22nd Street. The suspect set his house on fire.[252]
August 24,Chicago (33),Illinois,0,4,4,Four teenagers were wounded during a drive-by shooting outside of an ice cream shop in Northwest Chicago.[253]
August 24,Washington (7),District of Columbia,2,3,5,"Five people were shot, two fatally, in the Truxton Circle neighborhood. The shooting violated the Federal Gun-Free School Zone Act having occurred near a pre-K 3-5 charter school which went into lockdown on its first day of classes.[254]"
August 24,Baltimore (11),Maryland,1,6,7,"Two men exited a car and shot seven people, one fatally, at an intersection of Park Heights Avenue and Shirley Avenue. The shooting occurred within 1000' of a school.[255]"
August 24,Lynn,Massachusetts,4[n 2],0,4,A woman fatally shot three of her family members before committing suicide.[256]
August 23,Philadelphia (18),Pennsylvania,2,2,4,Two people were killed and two others were wounded in the Haddington neighborhood in West Philadelphia. The shooting occurred within 1000' of a school.[257]
August 22,Lovejoy,Georgia,0,4,4,"Four people were wounded by a ricochet bullet inside a Walmart when a person brandishing a loaded weapon, dropped it on the floor and it discharged.[258]"
August 22,Huntsville,Alabama,0,4,4,Four people were wounded at an apartment complex on Judith Lane.[259]
August 21,Memphis (4),Tennessee,1,3,4,"Four people were shot, one fatally, near Interstate 240.[260]"
August 21,San Francisco (2),California,1,3,4,"Four people were shot, one fatally, after a dispute in the Mission District neighborhood.[261]"
August 20,Asheville,North Carolina,0,4,4,Four people were shot downtown.[262]
August 20,Wilmington,Delaware,0,4,4,Four people were shot in the Brandywine Village neighborhood.[263]
August 20,Chicago (32),Illinois,0,5,5,Five people were wounded in the Washington Park neighborhood.[264]
August 19,Chicago (31),Illinois,1,4,5,"Five people were shot, one fatally, in a drive-by shooting in the Holman Square neighborhood.[265]"
August 19,Chicago (30),Illinois,0,4,4,Three adults and a teenager were wounded shortly after midnight in the front yard of a Back of the Yards home.[266]
August 18,Norfolk (3),Virginia,3,2,5,"Five people were shot, three fatally, during a drug deal at an apartment complex.[267]"
August 17,Chicago (29),Illinois,0,4,4,Four teenagers on a porch in the Englewood neighborhood were shot at by an unknown assailant.[268]
August 17,Philadelphia (17),Pennsylvania,0,4,4,Four teenagers were wounded at a birthday party shortly before midnight after a relationship argument escalated.[269]
August 16,Philadelphia (16),Pennsylvania,0,5,5,Five people were wounded in an evening drive-by shooting outside a West Philadelphia recreational center.[270]
August 16,Memphis (3),Tennessee,0,6,6,"Six people were shot in a drive-by shooting at a gas station, with a follow-up attack on those wounded near a hospital in the Sunset Trace neighborhood.[271]"
August 14,Chicago (28),Illinois,1,4,5,"A woman was killed and four others; including two teenagers, were wounded in Auburn Gresham shortly after midnight."
August 14,Baltimore (10),Maryland,1,3,4,A man was killed and three others were wounded in the early morning in Northeast Baltimore.[272]
August 14,Phoenix (5),Arizona,1,5,6,An argument at a late night party escalated into gunfire leaving one person dead and several others injured.[273]
August 13,Atlanta (8),Georgia,1,4,5,"An argument at an apartment complex near the airport escalated into gunfire leaving one dead, and four injured [274]"
August 13,Renton (2),Washington,0,4,4,Four people were injured in the early morning at a local park during a large gathering.[275]
August 13,Raleigh (2),North Carolina,0,6,6,Six teenagers were injured at a party for teenagers at a local club after a fight escalated.[276]
August 12,St. Louis (3),Missouri,1,3,4,One person was killed and three people were injured at a night club in the early morning.[277]
August 12,Philadelphia (15),Pennsylvania,0,4,4,Four adults were injured in an evening drive-by shooting in Frankford.[278]
August 11,Brentwood,California,1,3,4,"Four people shot, one fatally, after a late night argument at a gym.[279]"
August 8,Richmond (3),Virginia,0,4,4,Four people were injured in a night time shooting at a local convenience store.[280]
August 8,Atlanta (7),Georgia,2,4,6,"A disagreement during a ballgame at Rosa L. Burney Park ended with six people shot, two fatally, included among the wounded was a six-year-old child.[281]"
August 7,Birmingham (2),Alabama,1,4,5,"Five people were shot, one fatally after a vehicle collision led to an argument.[282]"
August 7,Pittsburgh (2),Pennsylvania,1,3,4,"Four people were shot, one fatally in the California-Kirkbride neighborhood.[283]"
August 7,Cincinnati (2),Ohio,0,9[n 3],9,"Nine people, including one of the perpetrators were wounded in a shooting outside a bar in the Over-the-Rhine neighborhood.[284][285]"
August 6,Detroit (8),Michigan,1,6,7,Seven people were shot during a dice game.[286]
August 6,Detroit (7),Michigan,2,3,5,Five people were shot at a drug den.[286]
August 6,Duquesne,Pennsylvania,0,4,4,Four teenagers were shot at a housing community.[287]
August 5,Norfolk (2),Virginia,0,4,4,A sheriff's deputy and three others were shot outside a restaurant.[288]
August 5,New York City (11),New York,0,4,4,At least four people were shot at a police-involved shootout at a gang-related house party in Laurelton neighborhood of Queens. The police were involved in the melee after shots fired during the shootout between rival gang members.[289]
August 5,Butler Township,Ohio,4,0,4,Four people were killed at multiple sites in Butler Township north of Dayton.[290]
August 5,Milwaukee (5),Wisconsin,0,4,4,Four people were wounded in a shooting.[291]
August 4,Nashville (2),Tennessee,1,3,4,A woman was killed and three others wounded at an apartment complex in Antioch.[292]
August 4,Laurel,Nebraska,4,0,4,A man killed four people at two separate homes and set their houses on fire.[293]
August 3,West Perrine,Florida,0,5,5,Five people were shot in a drive-by shooting [294]
August 3,Los Angeles (6),California,1,4,5,One person was killed and four others wounded at a shooting at an indoor swap meet in the Panorama City neighborhood.[295]
August 2,Albany (1),New York,0,5,5,Five men were wounded in a shooting.[296]
August 2,Orlando (2),Florida,5[n 2],0,5,A 45-year-old man is suspected of killing his wife and three daughters before committing suicide.[297]
August 1,Columbus (3),Ohio,2,3,5,Two people were killed and three others injured during a shootout with members of an outlaw motorcycle gang outside a bar.[298]
August 1,Washington (6),District of Columbia,1,5,6,One person was killed and five others injured in a shooting outside an apartment complex in the Kingman Park neighborhood.[299]
August 1,Dudley,North Carolina,1[n 2],3,4,"Officers serving an involuntary commitment order on a man were fired upon by him, leaving three injured. After a nine-hour standoff at his home with police, the man was found dead inside from a self-inflicted gunshot wound.[300]"
August 1,Paramount,California,1,3,4,"One person was killed, and three others were injured in a shooting not far from Interstate 105.[301]"
July 31,Decatur,Illinois,1,3,4,One teenager was killed and three others injured in a shooting at the end of a graduation party at a brewpub.[302]
July 31,Hartford (2),Connecticut,0,4,4,"Four people, including a teenager, were shot in the Clay Arsenal neighborhood.[303]"
July 31,South Bend (2),Indiana,0,4,4,"A person shot four people in two different locations, who were later transferred to hospitals. No motive has been established.[304]"
July 31,Detroit (6),Michigan,2,6,8,"Two people were killed, and six others were injured after a man fired at a home from the street.[305]"
July 31,Orlando (1),Florida,0,7,7,Seven people were shot when someone opened fire into a crowd during a fight in the Central Business District during the early morning.[306]
July 31,Indianapolis (5),Indiana,0,4,4,Four people were shot after a fight in the Broad Ripple neighborhood during the early morning.[307]
July 30,Wheeling,Illinois,0,5,5,"Following an argument at a bar earlier in the morning between two groups, one of the groups opened fire at the residence the other group was at, leaving five injured.[308]"
July 30,Monroe (4),Louisiana,1,3,4,"A teenager was killed, and three other people were injured when multiple people opened fire on a group outside an apartment.[309]"
July 30,Girard,Georgia,1,4,5,"Multiple people opened fire during a party at an unlicensed bar, leaving one dead and four others injured.[310]"
July 29,Albuquerque (3),New Mexico,1,4,5,"A teenager was killed, and four other people were hurt during a shooting in the northwest part of the city.[311]"
July 29,Cleveland (3),Ohio,1,3,4,"One person was killed, and three others were injured in a shooting at an intersection between the Corlett and Lee-Miles neighborhoods.[312]"
July 29,Goulds,Florida,0,4,4,A shooting at an apartment complex injured four teenagers. Two of the victims were airlifted to a nearby children's hospital.[313]
July 29,Baltimore (9),Maryland,2,2,4,"An argument in the Walbrook neighborhood led to at least one person opening fire, killing two and injuring two others. The suspects carjacked a vehicle in an attempt to escape before crashing the car into another vehicle.[314]"
July 27,Hahnville,Louisiana,1,3,4,"Four people were shot in a residential neighborhood, one of whom died.[315]"
July 27,Farmers Loop,Alaska,4[n 2],0,4,"A teenager killed three of his siblings and then himself, while the parents and a fifth sibling were not at home at the time of the shooting.[316]"
July 26,Macon (2),Georgia,2,2,4,"Four people were shot, including three teenagers, outside a townhome in the northwest part of the city. One teenager and one adult died.[317]"
July 25,New Orleans (7),Louisiana,0,4,4,Four men walking along the road in the Faubourg Lafayette neighborhood were shot shortly after midnight.[318]
July 24,Dallas (5),Texas,1,3[n 2],4,"An argument among a group of people led to a man opening fire in the city's Northwest side, killing another man, and injuring two teens before being shot by one of the victims.[319]"
July 24,Harmony Township,Ohio,3[n 2],1,4,"When concerned family members checked on a man at his trailer home, they were met with gunfire, with the man fatally shooting his mother and injuring another woman. Responding police entered the trailer and were fired upon, leaving one deputy dead and another suffering a non-gunshot injury to the leg. The man killed himself, and the trailer home burned down.[320]"
July 24,Los Angeles (5),California,2,5,7,Two people were killed and five others injured during a shooting at a car show in Peck Park in the San Pedro neighborhood.[321]
July 24,Fort Worth (2),Texas,1,3,4,"One person was killed, and three others injured after a shooting in the Meadowbrook neighborhood.[322]"
July 24,Atlanta (6),Georgia,0,8,8,"Eight people, including at least two teenagers, were shot during a drive-by shooting at a Shell gas station in the Loring Heights neighborhood.[323]"
July 24,Bennettsville,South Carolina,1,3,4,One person was killed and three others injured during a shooting at a nightclub.[324]
July 23,Chicago (27),Illinois,0,4,4,"Shortly before midnight, a man opened fire on a group of people in the Back of the Yards neighborhood, leaving four injured.[325]"
July 23,Richmond (2),Virginia,0,5,5,Five men were shot in the McGuire Manor neighborhood shortly before midnight.[326]
July 23,El Paso,Texas,0,4,4,Four people were shot during a large party at a home in the east side during the early morning.[327]
July 23,Rockford,Illinois,2,2,4,A shooting during a gathering at a closed park left two dead and two others injured.[328]
July 23,Pinebluff,North Carolina,1,4,5,"Five people were shot on a road during the early morning, one of whom died.[329]"
July 23,Renton (1),Washington,1,6,7,"Seven people were shot, one fatally, shortly after midnight behind a concert hall.[330]"
July 23,Chicago (26),Illinois,0,4,4,"A man got out of a black truck and opened fire with a rifle on a group of people in the East Garfield Park neighborhood, leaving four people injured.[331]"
July 23,Kalamazoo,Michigan,0,9,9,Nine people were shot during a party in the Northside neighborhood.[332]
July 21,Los Angeles (4),California,0,4,4,Two men shot four people standing outside a CVS in the Historic Core.[333]
July 19,Lincoln,Nebraska,0,4,4,"Four people, including a teenager, were shot in the Hartley neighborhood.[334]"
July 18,Atlanta (5),Georgia,0,5,5,"Multiple people opened fire during a gathering in the Thomasville Heights neighborhood in the city's southeast side, wounding five, including at least one teenager.[335]"
July 17,Las Vegas,Nevada,2[n 2],2,4,An off-duty North Las Vegas police officer fatally shot his daughter and wounded his son and wife before committing suicide.[336]
July 17,Newark (2),New Jersey,0,4,4,Four teenagers were shot in the Broadway neighborhood.[337]
July 17,Denver (4),Colorado,0,7,7,"2022 Denver police shooting: Seven people were injured in downtown Denver by Denver Police who were ""going after a suspect [police] claimed to have seen with a gun in a crowded area of the city's downtown."" Six of the seven injured were bystanders.[338][339] An independent monitor from outside the police department has been setup to investigate the shooting.[340]"
July 17,Greenwood,Indiana,4[n 2],2,6,"Greenwood Park Mall shooting: A local man shot five people, three fatally, inside the food court of Greenwood Park Mall before being fatally shot by an armed civilian.[341]"
July 17,Beech Grove,Indiana,1,3,4,"Four people were shot, one fatally, at a park.[342]"
July 17,Mount Vernon,Washington,0,5,5,"Five people, including three teenagers, were shot after a fight escalated inside a Walmart.[343]"
July 17,Milledgeville (2),Georgia,0,5,5,Five people were shot during a block party.[344]
July 17,Vancouver,Washington,2,2,4,"Two people were killed, and two others injured during a shooting at a crowded house party in the Harney Heights neighborhood.[345]"
July 17,Grand Rapids (3),Michigan,0,4,4,Four people were injured in a shooting outside a bar in the Downtown area of Grand Rapids.[346]
July 17,New York City (10),New York,0,4,4,"Four people, including a teenager, were shot in the Brownsville neighborhood of Brooklyn.[347]"
July 16,Houston (9),Texas,4,0,4,Four people were fatally shot at an apartment complex following an argument.[348]
July 16,Columbus (2),Ohio,2,2,4,"Two were killed, and two others were injured in a shooting inside a bar in the Hilltop neighborhood.[349]"
July 16,Washington (5),District of Columbia,1,3,4,"Four people were shot, one fatally, in the Edgewood neighborhood.[350]"
July 16,North Charleston (3),South Carolina,0,4,4,Four people were shot in the parking lot of a nightclub during the early morning hours.[351]
July 16,Monroe (3),Louisiana,0,5,5,"Two teenage brothers opened fire during a memorial, injuring five.[352]"
July 16,Philadelphia (14),Pennsylvania,0,4,4,"Four people, including a teenager, were shot in the Feltonville neighborhood of North Philadelphia.[353]"
July 14,Chicago (25),Illinois,0,4,4,Four people were injured in a drive-by shooting in the West Garfield Park neighborhood.[354]
July 14,Philadelphia (13),Pennsylvania,0,4,4,Four teenagers were shot near a home in the Poplar neighborhood of North Philadelphia.[355]
July 13,Philadelphia (12),Pennsylvania,0,4,4,"Four people, including a toddler, were shot in the Mill Creek neighborhood of West Philadelphia.[356]"
July 13,Indianapolis (4),Indiana,1,3,4,"Four teenagers were shot at an apartment complex in the Eagledale neighborhood in the city's west side, with one dying.[357]"
July 13,Minneapolis (4),Minnesota,0,4,4,Four people were injured by gunfire in the Folwell neighborhood in the city's north side after an argument ended with shots being fired.[358]
July 12,Detroit (5),Michigan,1,5,6,Six people were shot outside a banquet.[359]
July 12,Boston (2),Massachusetts,0,4,4,Four people were shot in the Lower Roxbury neighborhood.[360]
July 11,Memphis (2),Tennessee,0,4,4,Four people were shot during a shootout at an apartment complex in the Whitehaven neighborhood.[361]
July 11,Jackson (3),Mississippi,0,4,4,"An argument between two teenagers led to one of them opening fire, leaving four wounded, including the other teenager and a toddler.[362]"
July 11,"Riverside, Santa Ana, Brea and La Habra",California,2,3,5,"Two men robbed six 7-Eleven stores and a Yum-Yum Donuts at gunpoint across Southern California during the early morning hours on ""7-Eleven Day"". During the robberies, one of the men shot five people at four of the convenience stores, two of whom died. The man who opened fire is also accused of murdering a homeless man in the North Hills neighborhood of Los Angeles two days earlier.[363]"
July 10,Houghton Lake,Michigan,4[n 2],0,4,"A man shot his wife, mother-in-law, and teenage son before fatally shooting himself at their home.[364]"
July 10,Alvin,Texas,1,3,4,One man was killed and three others wounded in a shooting during a party being held at a rental property.[365]
July 10,Crest Hill,Illinois,1,4,5,"While officers dispersed a crowd, a shooting during an informal gathering in a parking lot shortly before midnight left one dead and four others injured.[366]"
July 10,Kansas City (2),Missouri,1,5,6,A shootout between several gunmen and three off-duty police officers working security at a bar just outside it left one dead and five others injured.[367]
July 10,Chicago (24),Illinois,0,4,4,Four people were shot near a bar in the Near North Side neighborhood during the early morning hours.[368]
July 10,New York City (9),New York,0,5,5,Five people were shot while on the Coney Island boardwalk in Brooklyn.[369]
July 10,Downey,California,3,2,5,Three people were killed and two were wounded in a shootout at a house party.[370]
July 9,Jackson's Gap,Alabama,0,4,4,"Four people, including a teenager, were shot while celebrating the city's ""Gap Day"".[371]"
July 8,Detroit (4),Michigan,0,4,4,Four men were injured in a drive-by shooting in the Midtown neighborhood.[372]
July 8,Greensboro (1),North Carolina,0,4,4,Four people were shot shortly after midnight on a city street.[373]
July 7,Chicago (23),Illinois,0,4,4,Four people were wounded in a drive-by shooting in the East Garfield Park neighborhood.[374]
July 6,St. Cloud,Minnesota,0,4,4,"An argument in an alleyway escalated into a shooting that injured four, including two teenagers.[375]"
July 6,Tampa (1),Florida,0,4,4,Four people were shot at an intersection in the Jackson Heights neighborhood.[376]
July 6,Chicago (22),Illinois,0,4,4,Four people were shot after three men got out of a car and opened fire on a group of people in the Near West Side neighborhood.[377]
July 5,Steubenville,Ohio,0,4,4,A shooting inside a nightclub left four injured.[378]
July 5,Rochester (2),New York,1,3,4,"Several people opened fire on a crowd of people gathered at a recreation center, leaving one dead and three others injured.[379]"
July 5,Youngstown,Ohio,1,3,4,"Four people were shot, one fatally, in the parking lot of an event center in the Lansingville neighborhood during a shootout.[380]"
July 5,Gary (2),Indiana,3,7,10,Shortly after midnight three people were killed and seven injured at a large block party.[381]
July 4,Shreveport (2),Louisiana,1,3,4,"Three vehicles engaged in a running gun battle, leaving one dead and three others injured.[382]"
July 4,Oakland (2),California,0,5,5,Five people were hit by celebratory gunfire fired from a nearby neighborhood inside the Oakland Coliseum during a baseball game between the Toronto Blue Jays and Oakland Athletics.[383]
July 4,Minneapolis (3),Minnesota,0,7,7,"During a nightof 4 July and several informal Independence Day celebrations, a shooting at Boom Island Park left seven injured.[384]"
July 4,Denver (3),Colorado,1,3,4,A shooting in the College View neighborhood left one dead and three others injured.[385]
July 4,New York City (8),New York,0,4,4,"Four adults were wounded at a cookout at a home in Rochdale Village, Queens after an unidentified shooter arrived and opened fire. They fled before police arrived.[386]"
July 4,Kenosha (2),Wisconsin,1,4,5,"Five people were shot, one fatally, at a home in the central part of the city.[387]"
July 4,Boston (1),Massachusetts,0,4,4,Four people were shot at an intersection in the Dorchester neighborhood.[388]
July 4,Sacramento (2),California,1,4,5,A shooting outside a nightclub killed one and injured four.[389]
July 4,Highland Park,Illinois,7,48,55,"Highland Park parade shooting: Seven people were killed and 48 others were wounded after a person opened fire from a rooftop on people attending an Independence Day parade. Eleven others were injured fleeing the scene.[390] The shooter also admitted he had plans to drive to Madison, Wisconsin, to shoot more people.[391][392] He was charged with a total of 117 counts later in the month.[393]"
July 4,Kansas City (1),Missouri,0,4,4,"Officers responding to reports of car break-ins heard gunshots, then found four people shot in the downtown area.[394]"
July 4,Richmond (1),Virginia,0,6,6,Six people were shot during the early morning outside an internet cafe in the Jackson Ward neighborhood.[395]
July 4,Chicago (21),Illinois,0,5,5,"Shortly after midnight, five people, including a teenager, were shot in the Parkway Gardens neighborhood as they stood outside.[396]"
July 3,Manassas,Virginia,0,4,4,A fight in the parking lot of a car wash escalated into a shooting that left four injured.[397]
July 3,Mullins,South Carolina,0,4,4,Four people were wounded in a shooting.[398]
July 3,Surprise,Arizona,3,4,7,A shooter opened fire during a birthday party leaving three men dead and four others wounded.[399]
July 3,Tacoma (4),Washington,0,4,4,Four people were shot in the South End neighborhood.[400]
July 2,Clinton (2),North Carolina,0,6,6,A drive-by shooting left four adults and two children hospitalized.[401]
July 2,Haltom City,Texas,3[n 2],4,7,"A man shot and killed two people at a home before also shooting a neighbor who was calling the police and then opened fire on three police officers as they approached the residence, wounding all three. The shooter fled the scene and later fatally shot himself.[402]"
July 1,New York City (7),New York,1,3,4,"A shooter opened fire inside a mechanic shop that was hosting a party in the Richmond Hill neighborhood of Queens, leaving one dead and three others injured.[403]"
July 1,Chicago (20),Illinois,2,3,5,An argument outside a nightclub escalated into a shooting that left two dead and injured three others in the Chicago Loop.[404]
July 1,Chicago (19),Illinois,0,4,4,"A man opened fire on people on a street in the West Garfield Park neighborhood, leaving four injured.[405]"
July 1,Greenwood,Mississippi,1,7,8,A drive-by shooting left one dead and seven others injured.[406]
June 30,Allen City,Kentucky,3,4,7,"2022 shooting of Kentucky police officers: A man shot dead three police officers and a police dog and wounded four other people, including three officers.[407]"
June 30,Newark (1),New Jersey,0,9,9,Nine people were injured in a shooting.[408]
June 29,Jersey City (1),New Jersey,0,4,4,Four people were injured in a shooting in the Greenville neighborhood.[409]
June 29,Philadelphia (11),Pennsylvania,0,4,4,Four people were shot in the East Germantown neighborhood of Northwest Philadelphia.[410]
June 28,Ripley,Tennessee,1,3[n 2],4,One person was fatally shot and two others were injured after a teenager violently forced his way into a home and opened fire. The shooter was also wounded.[411]
June 27,Holly Springs,Mississippi,1,3,4,One person was killed and three others were injured during a shootout on MS-178.[412]
June 27,Charlotte,North Carolina,0,5,5,"Five people, included two children, were shot in the Lincoln Heights neighborhood.[413]"
June 26,Winona,Texas,0,5,5,Five people were shot at a trail ride concert.[414]
June 26,Paterson (2),New Jersey,0,5,5,Five people were wounded after a shooting.[415]
June 26,Blakely,Georgia,1,6,7,One person was killed and six others wounded after a shooting.[416]
June 26,San Antonio (6),Texas,1,3,4,"During the early morning, a fight at a nightclub escalated into a shootout that left one dead and three injured.[417]"
June 26,Tacoma (3),Washington,0,8,8,Eight people were shot at a party in South Tacoma.[418]
June 26,Tacoma (2),Washington,1,4,5,"Five people were shot, one fatally.[419]"
June 26,Sutherlin,Virginia,1,7,8,An early morning shooting at a party left one dead and seven others injured.[420]
June 25,Minneapolis (2),Minnesota,0,4,4,"After multiple fights broke out during a gathering, a shooting left four injured, including several uninvolved bystanders,[421][422] during the late evening hours.[423]"
June 25,Houston (8),Texas,2,2,4,Two men were killed and another two wounded after an argument escalated into a shooting.[424]
June 25,New York City (6),New York,0,4,4,"Four people, including an eight-year-old boy, were wounded after a man on a dirtbike opened fire on a barbeque in the Bedford-Stuyvesant neighborhood of Brooklyn.[425]"
June 24,Hopewell,Virginia,2,2,4,"Four teenagers were shot near railroad tracks, two fatally.[426]"
June 24,Philadelphia (10),Pennsylvania,2,2,4,Two were killed and two others wounded after a shootout in the Point Breeze neighborhood.[427]
June 24,Burleson,Texas,1,3,4,A shooting killed a woman driving nearby and wounded three others. Six were arrested in connection with the shooting.[428]
June 23,Chicago (18),Illinois,1,3,4,"Four people were shot, one fatally, near a CTA Red Line station.[429]"
June 20,New York City (5),New York,0,5,5,Five people were shot at a party in the St. George neighborhood of Staten Island.[430]
June 20,New York City (4),New York,1,8,9,"One person was killed, and eight others wounded at a late night barbeque party in a park in Harlem.[431]"
June 19,Detroit (3),Michigan,1,3,4,"Four people were shot, one fatally, at an apartment complex and a park in two connected shootings in the Krainz Woods neighborhood.[432]"
June 19,Washington (4),District of Columbia,1,3,4,"A teenager was killed and three others, including a police officer, were shot during a concert celebrating Juneteenth in the Cardozo neighborhood.[433]"
June 19,Grand Rapids (2),Michigan,0,4,4,Four people were shot in the Burton Heights neighborhood in the city's southeast side.[434]
June 19,Walterboro (2),South Carolina,2,2,4,"Two people were killed, and two others injured during a shooting at a nightclub.[435]"
June 19,Miami (3),Florida,0,5,5,"Five people, including a teenager, were shot while in a car at an intersection between the Coral Way and Coconut Grove neighborhoods.[436]"
June 18,San Antonio (5),Texas,2,5,7,"A family having a barbeque in their front yard was fired upon in a drive-by shooting, leaving two dead and five injured.[437]"
June 18,Baltimore (8),Maryland,0,4,4,Three people standing together in the Sandtown-Winchester neighborhood were shot. A fourth person who was driving by was also hit by gunfire.[438]
June 18,Pensacola,Florida,0,5,5,Just after midnight five people were shot at a nightclub in Downtown Pensacola.[439]
June 17,Chicago (17),Illinois,0,5,5,"A group of people standing in a parking lot in the Lake Meadows neighborhood were fired upon, leaving five injured.[440]"
June 16,Oakland (1),California,1,4,5,"Five people were shot, one fatally, in the Civic Center neighborhood.[441]"
June 15,Denmark,South Carolina,0,4,4,"Four people, including at least one teenager, were shot.[442]"
June 14,Casselberry,Florida,4[n 2],0,4,"Four people, including a child, were fatally shot in a murder-suicide at an apartment complex.[443]"
June 14,Claremont,North Carolina,1,3[n 2],4,"A man shot fatally a woman and injured her two adult children over an argument about repairing a sink. After shooting them, he shot himself in the foot.[444]"
June 12,Roseville,Michigan,0,4,4,A domestic incident escalated into a shooting that injured four.[445]
June 12,Austin (2),Texas,1,3,4,An argument in the Los Indios neighborhood led to a shooting that killed one and injured three others.[446]
June 12,New Orleans (6),Louisiana,0,4,4,Four people were shot outside a bar in the Mid-City neighborhood.[447]
June 12,Gary (1),Indiana,2,4,6,A shooting at a nightclub left two dead and four others wounded.[448]
June 12,Denver (2),Colorado,2,4,6,"Six people were shot, two fatally, during a party in the Virginia Village neighborhood.[449]"
June 12,Los Angeles (3),California,3,4,7,Three people were killed and four others injured during a shooting at a rapper's birthday party concert in the Boyle Heights neighborhood. Two security guards were wounded.[450]
June 12,Indianapolis (3),Indiana,0,5[n 2],5,"A teenager shot four people during an argument, leaving one paralyzed, before being shot herself.[451]"
June 11,South Fulton,Georgia,0,7,7,Seven people were shot during a party.[452]
June 11,Nashville (1),Tennessee,2,2,4,"Two people were shot, two fatally, during a birthday pool party at an apartment complex.[453]"
June 11,Louisville (2),Kentucky,0,5,5,Five teenagers were shot near the Big Four Bridge.[454]
June 11,Chicago (16),Illinois,1,4,5,Five people in an alleyway in the Auburn Gresham neighborhood were shot in a drive-by shooting. One victim later died of their injuries.[455]
June 11,Detroit (2),Michigan,0,4,4,Four people were injured in a drive-by shooting during a bachelor party being hosted at an Airbnb in the Davison-Schoolcraft neighborhood in the city's northwest side.[456]
June 10,Decatur,Georgia,1,3,4,An argument at a restaurant led to a shooting that left one person dead and three others injured.[457]
June 9,Smithsburg,Maryland,3,3[n 2],6,"A shooter opened fire at a manufacturing facility, killing three and injuring one before fleeing the scene. Responding officers spotted the fleeing suspect, who engaged in a gun battle with state troopers, leaving the suspect and a state trooper injured.[458]"
June 8,Yuma,Arizona,0,4,4,A gunfight between two cars left four injured.[459]
June 7,Chicago (15),Illinois,0,4,4,Four people were shot on a sidewalk in the North Lawndale neighborhood.[460]
June 7,Baltimore (7),Maryland,2,2,4,"Four men sitting in the side yard of a house in the Frankford neighborhood were fired upon by a shooter. Two were killed, and the other two were wounded.[461]"
June 7,Chicago (14),Illinois,0,4,4,"Four people, including a teenager, were shot near a courtyard in the Altgeld Gardens neighborhood.[460]"
June 7,Portsmouth,Virginia,4,0,4,Four people were fatally shot at a home. The fourth victim succumbed to their injuries after a few days.[462]
June 6,Salt Lake City,Utah,1,3,4,"Four people were shot, one of them fatally, at an apartment complex after a fight escalated.[463]"
June 5,Andrews,South Carolina,0,4,4,Four people were injured in a drive-by shooting shortly before midnight.[464]
June 5,Saginaw,Michigan,3,2,5,Three people were killed and two were wounded by an early morning shooting at a house. The child of a dead pregnant woman was soon delivered by doctors.[465]
June 5,Mesa,Arizona,2,2,4,Two people were killed and two others injured in a shooting outside a nightclub.[466]
June 5,Chattanooga (2),Tennessee,2,12,14,"2022 Chattanooga shooting: Fourteen were shot, two of them fatally, at a nightclub during the early morning. A third person was killed by a vehicle attempting to flee.[467]"
June 5,Grand Rapids (1),Michigan,1,3,4,One person was killed and three others injured in an early morning shooting at the Festival of the Arts.[468]
June 4,Summerton,South Carolina,1,7,8,"Eight people, including six children, were shot during a graduation party after occupants in two cars opened fire at the partygoers in the yard of the house it was being held at. An adult woman was killed.[469]"
June 4,Philadelphia (9),Pennsylvania,3[n 3],11[n 3],14,"2022 Philadelphia shooting: Fourteen people were shot, three of them fatally, by multiple shooters on South Street. One of the shooters may have been shot by a responding police officer.[470]"
June 4,Hempstead,New York,1,3,4,A man was fatally shot and three others were wounded beside an apartment building.[471]
June 4,Enterprise,Nevada,0,4[n 2],4,A couple was arrested after the boyfriend shot three people during an argument. The boyfriend was also shot.[472]
June 4,Macon (1),Georgia,1,3,4,"Four people were shot, one fatally, at an abandoned home.[473]"
