2023 date,Location,State or territory,Dead,Injured,Total,Description
July 4,Akron,Ohio,0,4,4,Four teenagers were wounded in the early morning at a party near Mason Elementary School.[280]
July 4,Hayward,California,0,6[n 2],6,Six people were shot after an evening argument escalated. One of the wounded was identified as a suspect and arrested after he was treated.[281]
July 4,Shreveport (6),Louisiana,4,7,11,Four were killed and seven others wounded in a shootout at an Independence Day gathering.[282]
July 4,Lansing (1),Michigan,0,5,5,Five men were injured in the early morning after an altercation escalated.[283]
July 3,Charlotte (2),North Carolina,0,4,4,Three adults and a teenager were wounded in a Derita neighborhood home.[284]
July 3,Martin County,Minnesota,0,4,4,Four people were wounded after a shooting erupted at a large gathering shortly before midnight.[285]
July 3,Philadelphia (11),Pennsylvania,5,2,7,2023 Kingsessing shooting: Five people were killed and two others injured in the Kingsessing section of Southwest Philadelphia.[286][287]
July 3,Fort Worth (3),Texas,0,5[n 2],5,"Five people were wounded after two people opened fire, after a fight started at a home. At least one of the wounded was believed to be a shooter.[288]"
July 3,Fort Worth (2),Texas,3,8,11,Three were killed and eight were wounded in a parking lot in the Como neighborhood following a festival.[289]
July 3,Indianapolis (5),Indiana,1,3,4,One person was killed and three wounded by gunfire at a block party.[290]
July 3,Michigan City,Indiana,0,4,4,Four young adults were wounded after a shooting at a large gathering.[291]
July 3,St. Ann,Missouri,3,1,4,A mother and her two children were killed and the suspect was found with a self-inflicted injury.[292]
July 2,Baltimore (9),Maryland,2,28,30,2023 Baltimore shooting: Two people were killed and 28 people were injured in South Baltimore.[293]
July 2,New York City (4),New York,0,4,4,Four people including a 12-year-old child were shot in Mount Hope.[294]
July 2,Wichita,Kansas,0,7,7,Seven people were injured at a night club.[295]
July 1,Tulsa (2),Oklahoma,0,4,4,Four people were injured in a shootout after a concert.[296]
June 30,Florin,California,0,4,4,Four people were injured near a bar.[297]
June 30,Chicago (13),Illinois,1,3,4,One person was killed and three others were injured in a drive-by shooting in the Chicago Lawn neighborhood on the Southwest Side.[298]
June 29,Odessa,Texas,1,4,5,One person was killed and four more people injured in an apartment.[299]
June 28,Greensboro (2) and Kernersville,North Carolina,3,1,4,Three people were killed and one other injured in connected incidents.[300]
June 26,Ypsilanti Township,Michigan,2,2,4,"Two young men were killed outside an apartment building, and two more teenagers were injured.[301]"
June 25,Kansas City (4),Missouri,3,6,9,Three were killed and six were injured outside an illegal after-hours shop.[302]
June 25,Cincinnati (2),Ohio,0,4,4,Four were injured by gunfire.[303]
June 25,Missouri City,Texas,1,3,4,A teenager was killed and three others were injured after a fight outside a business.[304]
June 25,Marlow Heights,Maryland,0,4,4,Four were injured at 1:40 in the morning.[305]
June 25,Indianapolis (4),Indiana,3,1,4,Three were killed and one other was injured in the Broad Ripple Village district.[306] The shooting led Broad Ripple Village to request a gun ban on weekends.[307]
June 24,Union County,South Carolina,0,4,4,Four were injured at a party.[308]
June 24,Asheboro,North Carolina,0,4,4,Four were injured.[309]
June 24,Beaumont,Texas,0,5,5,A fight resulted in five being wounded.[310]
June 24,Saginaw,Michigan,2,15,17,Two were killed and fifteen others were injured at a late night party.[311]
June 24,Pine Hills (2),Florida,2,2,4,Two people were killed and two were wounded at a banquet hall.[312]
June 23,Columbus (2),Ohio,0,10,10,2023 Short North shooting - 10 people were shot an injured in the Short North neighborhood in Columbus
June 21,Fort Worth (1),Texas,1,3,4,One person was killed and three injured at an apartment complex.[313]
June 20,Pontiac,Michigan,1,3,4,One man was killed and three more people were injured.[314]
June 19,Chicago (12),Illinois,1,3,4,A 20-year-old male was killed and three others injured in a drive-by shooting in South Chicago.[315]
June 19,Milwaukee (4),Wisconsin,0,4,4,Two alleged shooters and four others people were injured right after the Juneteenth celebration.[316]
June 18,Detroit (4),Michigan,0,4,4,"Four teenagers were shot in Roselawn, the West Side.[317]"
June 18,Kellogg,Idaho,4,0,4,Four family members were killed by a suspected neighbor.[318]
June 18,Greenville (1),North Carolina,1,5,6,One person was fatally shot and five more were injured in a fight that led to the shooting.[319]
June 18,DeKalb County (2),Georgia,0,5,5,Five people were injured in shooting outside a nightclub.[320]
June 18,Chicago (11),Illinois,2,3,5,Two people were killed and three others were injured in drive-by at South Side park.[321]
June 18,Chicago (10),Illinois,1,3,4,One person killed and three others were wounded after a shooting at an Austin garage.[322]
June 18,DuPage County,Illinois,1,22,23,"A person was killed and 22 were injured at a Juneteenth celebration in unincorporated Downers Grove Township, DuPage County.[323][324]"
June 18,St. Louis (4),Missouri,1,9,10,A teenager was killed and nine others were injured overnight.[325][326]
June 17,La Crosse,Wisconsin,0,6,6,Downtown drive-by shooting left at least six people injured.[327]
June 17,Philadelphia (10),Pennsylvania,0,5,5,Five people injured in the Point Breeze neighborhood.[328]
June 17,Alexandria,Louisiana,1,3,4,One person killed and three injured in night shooting. Suspect was fatally shot by law enforcement in Pineville.[329]
June 17,Charlotte (1),North Carolina,1,3,4,One person dead and three others were injured.[330]
June 17,Winston-Salem (2),North Carolina,0,4,4,Four people were injured.[331]
June 17,Indianapolis (3),Indiana,0,4,4,Four people were injured in overnight shooting on city's west side.[332]
June 17,Grant County,Washington,2,4[n 2],6,"A man fired into a crowd at a campground near the Gorge Amphitheatre, killing two and wounding another two. The suspect continued to randomly fire into the crowd before being arrested.[333][334]"
June 17,Carson,California,0,8,8,Eight people ages 16–24 were struck by gunfire outside a house party.[335]
June 17,Cleveland (3),Ohio,0,4,4,Four people were shot outside a deli in the Union-Miles neighborhood.[336]
June 17,Chicago (9),Illinois,0,5,5,Five people were injured in the Lincoln Park neighborhood.[337][338]
June 16,Baltimore (8),Maryland,0,6,6,Six people injured at busy intersection in North Baltimore.[339]
June 16,Clifton,New Jersey,0,4,4,Four people were shot and one seriously wounded when gunfire erupted at a nightclub.[340]
June 15,Greenville,South Carolina,0,4,4,Four teenagers were injured.[341]
June 15,Sequatchie,Tennessee,6[n 2],1,7,A man killed five family members at a home before setting the house on fire before killing himself.[342]
June 15,Monroe Township,Ohio,3,1,4,A man allegedly killed his three children and wounded his wife at their home.[343]
June 14,Tulsa (1),Oklahoma,1,3,4,One person was killed and three others were injured.[344]
June 13,Denver (3),Colorado,0,10[n 2],10,Ten people were shot in Downtown Denver after the Denver Nuggets won the NBA Championship.[345]
June 11,Syracuse (2),New York,0,4,4,"From thirteen people who were attacked and injured, four people were wounded due to gunshots.[346]"
June 11,Champaign,Illinois,0,4,4,Gunshot injuries reported alongside of multiple traffic collisions that led to four injuries due to shooting and two because of collisions.[347]
June 11,Barrett,Texas,1,4,5,Five people were shot and one person found dead at Barrett Station Evergreen Cemetery in Melville.[348]
June 11,Houston (6),Texas,0,6,6,Six people were injured outside of a Houston nightclub.[349]
June 11,Annapolis,Maryland,3,4,7,2023 Annapolis shooting: Three people were killed and four injured outside a residence.[350]
June 11,Antioch,California,1,6,7,A teenage girl was killed and six other people were injured at a birthday party.[351]
June 10,Hattiesburg,Mississippi,0,4,4,"A shooting left four people wounded, one critically injured.[352]"
June 10,Benton City,Washington,1,5,6,One person killed and five others were injured at a party.[353]
June 10,Oak Park,Illinois,0,4,4,Four people were injured during a funeral procession.[354][355]
June 9,Jeannette,Pennsylvania,1,4,5,A woman died and four others were injured.[356][357]
June 9,San Francisco (3),California,0,9,9,Nine people were shot in a drive-by shooting in the Mission District.[358][359]
June 8,North Charleston,South Carolina,1,3,4,One person was killed and three others were injured overnight.[360]
June 7,Sacramento (2),California,0,7,7,Seven people were shot in the Del Paso Heights area.[361]
June 6,Richmond,Virginia,2,5,7,"2023 Richmond shooting: Two people were killed and seventeen others were injured at Altria Theater during a graduation ceremony for Huguenot High School. In addition two were injured by falls, one person was hit by a car, and three people were hospitalized for anxiety. Two people were arrested.[362]"
June 5,Jackson,Mississippi,1,4,5,One person was killed and four were injured at a nightclub.[363]
June 4,Goulding,Florida,1,4,5,One person was killed and four others were injured at a residence.[364]
June 4,Boone County,Missouri,2,4,6,Two teenagers were killed and four others were injured during a party.[365]
June 4,Dayton (2),Ohio,1,4,5,One man was killed and four others are hurt after a shooting.[366]
June 4,Albuquerque,New Mexico,3,1,4,Dispatched police found three people deceased and one injured.[367]
June 4,Sunnyvale,Texas,1,4,5,"A masked man approached a vehicle and shot a woman, her brother, and his three children. The woman was killed, while her brother and his children were injured.[368]"
June 4,Chicago (8),Illinois,1,6,7,"A woman was killed, and five adults and one teenager were injured in the Austin neighborhood, after a verbal argument at an early morning memorial.[369]"
June 3,Portland,Oregon,0,4,4,Four adults were wounded in Northeast Portland in the evening.[370]
June 2,Memphis (8),Tennessee,0,4,4,"Four people were wounded shortly before midnight in Whitehaven, by at least one shooter.[371]"
June 2,San Antonio (3),Texas,1,3,4,A teen was killed with three others injured in a drive-by shooting within an apartment complex.[372]
May 31,Cleveland (2),Ohio,1,3,4,One person was killed and three were injured in the Forest Hills neighborhood.[373]
May 31,Cincinnati (1),Ohio,0,4,4,Four people were injured including two teenagers in Over-the-Rhine neighborhood.[374]
May 31,Fayetteville (2),North Carolina,2,2,4,Two people were killed and two others injured in a quadruple shooting.[375]
May 29,Lebanon,Pennsylvania,3,1,4,A man and two children were killed and another person wounded in an attack targeting the man.[376]
May 29,Columbus (5),Ohio,0,7,7,"Seven people, including two juveniles, were injured at a party.[377]"
May 29,Peoria (1),Illinois,0,4,4,Four people were shot and injured in a car.[378]
May 29,Hollywood,South Carolina,1,5,6,One person was killed and five were injured.[379]
May 29,Syracuse (1),New York,1,3,4,One person died and three people were injured.[380]
May 29,Hollywood,Florida,0,9,9,Several people were injured on Hollywood Beach on Memorial Day.[381]
May 28,San Juan,Puerto Rico,2,13,15,"Several assailants fired at a group of people outside a bar during a birthday party, killing two men and wounding several others. Police said the assailants were likely targeting one of the deceased.[382]"
May 28,Dayton (1),Ohio,1,3,4,One person killed and three injured.[383]
May 28,Chester,Pennsylvania,0,8,8,A shooting outside Subaru Park left eight people injured.[384]
May 28,Philadelphia (9),Pennsylvania,1,3,4,A 66-year-old man was killed and three teenagers were injured in the Frankford neighborhood.[385]
May 28,Harrisburg,Pennsylvania,0,4,4,Four people were injured.[386]
May 28,Hazlehurst,Mississippi,0,5,5,Five people were injured in at a house party shooting.[387]
May 28,Memphis (7),Tennessee,0,4,4,Four people were injured in a Southwest shooting.[388]
May 27,Chicago (7),Illinois,1,3,4,One person was killed and three people were injured in a drive-by shooting.[389]
May 27,Moreno Valley (2),California,0,4,4,At least four people shot and wounded.[390]
May 27,Marianna,Arkansas,1,4,5,One person was killed and four others were injured in an O'Reilly Auto Parts parking lot.[391]
May 27,Red River,New Mexico,3,5,8,Three were killed and five were injured at an annual motorcycle rally.[392][393]
May 26,Dale City,Virginia,2,2,4,Two people were killed and two others were injured inside a home.[394]
May 26,Baltimore (7),Maryland,0,5,5,Five people were injured.[395]
May 26,Country Club Estates,Georgia,0,5,5,Five people were injured in the Fairway Oaks neighborhood.[396]
May 26,Columbus (1),Mississippi,1,4,5,A shooting inside a sports bar left one person dead and four others injured.[397]
May 26,Mesa,Arizona,4,1,5,Four people dead and one person injured.[398]
May 26,Milwaukee (3),Wisconsin,0,4,4,Four teenage girls were injured.[399]
May 25,Baltimore (6),Maryland,0,4,4,Four people were injured.[400][401]
May 23,Nash,Texas,4,0,4,Four family members were killed by a teenage relative.[402]
May 22,Columbus,Indiana,0,4,4,Four people were injured at a park.[403]
May 22,Columbia,Tennessee,1,4,5,A 19-year-old was killed and four people were injured in a shootout.[404]
May 21,Clarksdale,Mississippi,0,14,14,Fourteen people were injured after a concert.[405]
May 21,Kent,Washington,0,5,5,Five people were injured at a street race.[406]
May 21,Lafourche Parish,Louisiana,0,9,9,Nine people were injured at a party.[407]
May 21,Kansas City (3),Missouri,3,2,5,Three people were killed and two others were injured at the Klymax Lounge.[408]
May 20,Los Angeles (7),California,0,4,4,Four people were injured in the Westlake District.[409]
May 20,Thomson,Georgia,0,4,4,Four people were injured at a party.[410]
May 20,Louisville (4),Kentucky,0,4,4,Three teens and one adult woman injured in the Portland neighborhood.[411]
May 20,New Orleans (6),Louisiana,2,2,4,Two people were killed and two others were injured in a car.[412]
May 18,Kansas City (2),Kansas,2,2,4,Two people were killed and two others wounded at a residence.[413]
May 18,San Antonio (2),Texas,1,3,4,One person was killed and three others injured at a nightclub on the Northwest Side.[414]
May 16,San Antonio (1),Texas,0,4,4,Four people were injured in drive-by shooting.[415]
May 15,Farmington,New Mexico,4[n 2],6,10,"2023 Farmington, New Mexico shooting: Three people were killed and several others, including two police officers, were injured. The 18-year-old suspect was killed by police.[416]"
May 14,Shreveport (5),Louisiana,0,4,4,One woman and three men were injured in a sports bar.[417]
May 14,Anderson,Indiana,0,6,6,Six people were injured near State Road 32.[418]
May 14,Montgomery (1),Alabama,1,3,4,One person was killed and three others injured.[419]
May 14,Hazleton,Pennsylvania,0,4,4,Four men between the ages of 19 and 22 years old were injured.[420]
May 13,Dallas (5),Texas,1,3,4,"Three people were wounded during a shootout, and a bystander driving her daughter to get ready for prom was killed.[421]"
May 13,Augusta,Georgia,2,4,6,Two people were killed and three injured after an argument at a motorcycle gathering.[422][423]
May 13,Manchester,New Hampshire,0,4,4,Four people were injured at a graduation party.[424]
May 13,Shreveport (4),Louisiana,0,4,4,Four people were injured.[425]
May 13,Sacramento (1),California,0,4,4,"Four people were wounded at an intersection, including a one-year-old girl and ten-year-old boy.[426]"
May 13,Yuma,Arizona,2,5,7,Two people were killed and five wounded at a gathering.[427]
May 13,Louisville (3),Kentucky,1,4,5,"Four people were wounded after a dispute at a restaurant spilled into the street in Downtown Louisville. A fifth person was found shot nearby, and he died in a hospital.[428]"
May 12,Maryland City,Maryland,3,1,4,Three adults were killed and a 10-year-old boy was injured after a shooting inside a home.[429]
May 11,Chicago (6),Illinois,2,3,5,Two people were killed and three others were injured in Englewood.[430]
May 11,Indianapolis (2),Indiana,1,3,4,One person was killed and at least three people were injured at a Steak 'n Shake.[431]
May 11,Philadelphia (8),Pennsylvania,1,3,4,A 17-year-old boy was killed and two other teens and a seven-year-old were injured in Logan.[432]
May 10,Denver (2),Colorado,1,4,5,One person was killed and four others were injured at an apartment complex.[433]
May 7,Thornton,California,1,3,4,A drive-by shooting at a neighborhood gathering killed one person and wounded three.[434]
May 7,St. Louis (3),Missouri,2,2,4,Two teens were killed and two others were wounded.[435]
May 7,Frostburg,Maryland,1,3,4,One man was killed and four Frostburg State University students were wounded at an off-campus residence.[436]
May 7,Columbia,Missouri,1,4[n 2],5,"A man opened fire in the morning, killing one person. Four others were injured, including the suspect.[437]"
May 7,Redwood City,California,0,5,5,Four men and one 16-year-old were injured while drinking on a sidewalk.[438]
May 7,Newark (2),New Jersey,1,3,4,One person was killed and three others wounded early in the morning.[439]
May 7,Adelanto,California,2,5,7,"A shooter opened fire at a house party early in the morning, killing two and wounding five.[440]"
May 6,Tunica County,Mississippi,0,4,4,Four people were injured after being shot at in an apartment in the evening.[441]
May 6,Columbus (4),Ohio,2[n 2],3,5,One person was killed and three others injured in South Linden. The shooter committed suicide.[442]
May 6,Allen,Texas,9[n 2],7,16,"Allen, Texas mall shooting: A Dallas man opened fire at Allen Premium Outlets mall, killing eight people and injuring seven others before being killed by police.[443]"
May 6,Chico,California,1,5,6,"A teenage girl was killed and five others wounded at a party near the California State University, Chico campus.[444]"
May 6,Columbus (3),Ohio,0,10[n 2],10,"A person opened fire early in the morning, injuring 10 people on the street. The suspect was struck by gunfire as well and was arrested.[445]"
May 5,San Diego,California,1,3,4,A man was killed and three wounded in a drive-by shooting outside a recreation center.[446]
May 5,Natchez,Mississippi,2,2,4,Two people were killed and at least two others injured in a parking lot.[447]
May 5,Vicksburg,Mississippi,0,4,4,Four people were injured during a shooting at Jacques’ Bar (a night club).[448]
May 5,St. Louis  (2),Missouri,2,2,4,Two people were killed and two injured on Cherokee Street.[449]
May 5,Ocean Springs,Mississippi,1,6,7,One person was killed and six wounded at a restaurant during a Cinco de Mayo party.[450]
May 5,Bastrop,Louisiana,2,2,4,Two juveniles were killed and another two injured around midnight.[451]
May 3,Chicago (5),Illinois,0,4,4,Four people were injured in a block-long incident on the South Side.[452]
May 3,Atlanta (2),Georgia,1,4,5,2023 Atlanta shooting: One woman was killed and four other women were injured after someone fired inside a Northside Hospital facility in Midtown Atlanta. A male suspect was arrested eight hours later.[453][454]
May 2,DeKalb County (1),Georgia,2,2,4,Two people were killed and two others injured in a triple shooting in DeKalb County.[455]
May 2,Lake Wales,Florida,5[n 2],0,5,A man killed a woman and her three children at an apartment. Following a manhunt the suspect was killed by police after a standoff at a motel.[456]
May 1,Okmulgee County,Oklahoma,7[n 2],0,7,"2023 Henryetta Killings: A registered sex offender killed his wife, her three teenage children, and two of their friends before killing himself.[457]"
April 30,Athens,Georgia,1,3,4,One man was killed and three people wounded after a dispute outside a bar.[458]
April 30,Paducah,Kentucky,0,4,4,A shootout between two parties at an after-prom party wounded four bystanders. Two adults and two juveniles were arrested in connection with the shooting.[459]
April 30,Lawrence,Massachusetts,1,5,6,A teenager was killed and five injured at a house party.[460]
April 30,Mojave,California,4,0,4,Four people were killed at a remote home.[461]
April 30,Bay St. Louis,Mississippi,2,4,6,Two teenagers were killed and four others were injured at a house party. The suspect was arrested at his home in Pass Christian.[462]
April 29,Auburn,Washington,0,4,4,"Four people, a girl, and three men were wounded at an illegal street racing event following a fight.[463]"
April 29,Columbia (1),South Carolina,0,11[n 6],11,"Nine people were injured by gunfire at a park. In addition, a woman was struck by a vehicle while fleeing the scene and another person suffered a hand injury.[464]"
April 28,Philadelphia (7),Pennsylvania,3,1,4,Three people were killed and a fourth wounded at a home in the Lawncrest neighborhood. Two teenagers were arrested.[465]
April 28,San Jacinto County,Texas,5,0,5,"2023 Cleveland, Texas shooting: Five Honduran people including a nine-year-old were killed outside Cleveland, Texas. After a four-day-long manhunt, the suspect was captured 17 miles (27 km) away in Cut and Shoot, Texas on May 2.[466]"
April 23,San Francisco (2),California,1,4,5,One person was killed and four were injured in the North Beach neighborhood.[467]
April 23,Jasper County,Texas,0,11,11,"Eleven were injured at an after-prom party north of Jasper. Four juveniles from the neighboring town of Newton were arrested in connection with the incident, with two of them being found 35 miles (56 km) away in DeRidder, Louisiana. Police say that more arrests were expected to come.[468][469]"
April 22,Winston-Salem (1),North Carolina,1,4,5,One woman was killed and four people injured at a large outdoor party.[470]
April 21,Washington (4),District of Columbia,0,8,8,"In Southeast DC, police found seven men injured, and later found a girl injured in the same neighborhood, which they said may be related.[471]"
April 21,Rockmart,Georgia,0,4,4,Four people were injured at an intersection.[472]
April 20,Hartford (1),Connecticut,1,3,4,"Three people were injured in a drive-by shooting, and a 12-year-old girl was killed.[473]"
April 18,Bowdoin and Yarmouth,Maine,4,3,7,"2023 Bowdoin–Yarmouth shootings: After four people were killed in a home in Bowdoin, shots were fired at vehicles along Interstate 295 in Yarmouth, wounding three people. A suspect was taken into custody.[474]"
April 17,Baltimore (5),Maryland,0,4,4,Four people were injured in a shootout on Charles Street.[475]
April 17,Houston (5),Texas,1[n 2],3,4,"A man was injured in a dispute in with another man at a bus stop, as well as a bystander. Another person then exited a nearby restaurant before killing the first suspect, accidentally hitting a rideshare driver.[476]"
April 16,Māili,Hawaii,2,3,5,A man and woman were killed and three others injured at an illegal cockfight. Two people were arrested.[477][478]
April 16,Biloxi,Mississippi,0,5,5,"Five people were injured, one a police officer, near a Surf Style store on U.S. 90.[479]"
April 15,Dadeville,Alabama,4,32,36,2023 Dadeville shooting: Four were killed and thirty-two were injured at a 16th birthday party at the Mahogany Masterpiece Dance Studio after an argument escalated.[480]
April 15,Louisville (2),Kentucky,2,4,6,Two people were killed and four were injured at Chickasaw Park.[481]
April 15,Los Angeles (6),California,1,3,4,One man was killed and three men were injured outside an ice cream shop in the Northridge neighborhood.[482]
April 15,Detroit (3),Michigan,1,3,4,One person was killed and three injured in Downtown Detroit.[483]
April 14,Kansas City (2),Missouri,1,4,5,One person was killed and four injured at a gas station.[484]
April 13,New York City (3),New York,0,4,4,"Three women and a 28-year-old man were injured outside a restaurant in Soundview, Bronx.[485]"
April 13,Houston (4),Texas,0,4,4,Four people were injured in Southeast Houston in an attempted robbery at a gas station.[486]
April 13,Detroit (2),Michigan,0,5[n 5],5,"Five people were injured, including two teenagers and at least one of the suspected shooters, on the west side following a shootout. According to police the shootout occurred after a pizza was delivered to the wrong house, which the occupants ate. Police said the people who ordered the pizza confronted those who ate it, leading to the shooting.[487][488]"
April 13,Bridgeport,Connecticut,0,4,4,Four people were injured at Seaside Park. Three people were arrested.[489]
April 12,Toledo,Ohio,0,6,6,Six people were injured at a large gathering at Smith Park.[490]
April 12,Fort Wayne,Indiana,1,3,4,One man was killed and three men were injured outside an apartment complex.[491]
April 12,Goldsboro,North Carolina,1,5,6,One teenage girl was killed and five other teenagers were injured near a Piggly Wiggly store.[492]
April 12,Trenton (2),New Jersey,0,4,4,Four people were injured in a drive-by at an intersection.[493]
April 11,Washington (3),District of Columbia,1,3,4,One person was killed and three injured at a funeral home in Northeast DC.[494]
April 10,Louisville (1),Kentucky,6[n 2],8,14,"2023 Louisville shooting: Five people were killed and eight injured at an Old National Bank branch in Downtown Louisville.[495] The suspect, a former employee at the bank who had recently been terminated, was killed by police.[496]"
April 10,Guayama,Puerto Rico,3,2,5,Three people were killed and two wounded at a corner store.[497]
April 9,Orlando (1),Florida,3,2,5,Three people were killed and two wounded after a shooting during an Easter egg hunt at a park.[498]
April 8,Houston (3),Texas,0,4,4,Four people injured in the parking lot of The Selena apartment complex in Eastern Harris County.[499]
April 7,Isle of Palms,South Carolina,0,6,6,"Six people, including teens and adults, were injured on a beach near a condo.[500]"
April 7,New Orleans (5),Louisiana,0,4,4,Two women and two children were injured on Interstate 10. The boy was critically wounded.[501]
April 7,Park Forest,Illinois,1,3,4,"One person killed at the scene, and three others injured, at a family gathering.[502]"
April 6,Philadelphia (6),Pennsylvania,0,4,4,A woman was placed in critical condition and three others were injured in the Nicetown–Tioga neighborhood of North Philadelphia.[503]
April 5,Virginia Beach,Virginia,0,4,4,Four people were injured.[504]
April 5,Kansas City (1),Kansas,0,6[n 5],6,Three police officers and three suspects were injured during a shootout after an undercover fentanyl investigation.[505]
April 4,Philadelphia (5),Pennsylvania,1,4,5,A man was killed and four others injured in the Kensington neighborhood.[506]
April 3,Jackson,Tennessee,0,4,4,"Police found five people in a car, four of them injured.[507]"
April 3,Atlanta (1),Georgia,1,3,4,A man died at the Grady Hospital and three others injured at the Flipper Temple Apartments complex near the Westside Atlanta Charter School.[508]
April 3,Pueblo,Colorado,1,3,4,A teenager was killed and three women were injured.[509]
April 2,Fayetteville (1),North Carolina,1,4,5,Four men were injured and one killed at the EV Lounge hookah bar in a shopping center.[510]
April 2,Washington (2),District of Columbia,0,4,4,Four men were injured on Martin Luther King Jr. Avenue in Southeast DC.[511]
April 2,Moreno Valley (1),California,0,4,4,Two men and two boys were injured.[512][513]
April 1,Oklahoma City (2),Oklahoma,3,3[n 5],6,Three people were killed and three others injured at a bar in southwest Oklahoma City following a shootout between biker gangs.[514][515]
April 1,Los Angeles (5),California,1,3,4,One person was killed and three injured in a Trader Joe's parking lot in West Hills.[516]
April 1,Baltimore (4),Maryland,3,1,4,Three were killed and one injured in Northeast Baltimore.[517]
March 29,Memphis (6),Tennessee,2,5,7,Two people were killed and five were injured outside a Hickory Hill restaurant. One man was found dead at the scene and the other died at a hospital.[518]
March 27,Nashville,Tennessee,7[n 2],1,8,"2023 Nashville school shooting: Six people were killed, including three children, and one injured at Covenant School in the Green Hills neighborhood. The perpetrator, a 28-year-old ex-student, was also killed a short time later.[519]"
March 27,Milwaukee (2),Wisconsin,0,5,5,Five people were injured outside the Prime Social restaurant and bar.[520]
March 26,Philadelphia (4),Pennsylvania,2,2,4,Two were killed and two others injured in North Philadelphia.[521]
March 26,Little Rock (1),Arkansas,2,5,7,Two people died and five more were wounded and hospitalized.[522]
March 26,Hempstead,New York,0,4,4,Four men were injured near a child's birthday party.[523]
March 26,Minden,Louisiana,0,4,4,Four shot during a family event at Ewell Park Recreation Center.[524]
March 26,Brooklyn Center,Minnesota,0,6,6,"Six people, all of whom were under the age of 18, sustained non-life-threatening injuries after more than 50 gunshot rounds were fired in the parking lot of a Girl Scouts headquarters building.[525]"
March 25,Williamston,North Carolina,0,5,5,Five people were shot during a party in a public housing development.[526]
March 25,Shreveport (3),Louisiana,1,5,6,One was killed and five were injured when multiple people got out of an SUV and randomly shot at pedestrians.[527]
March 23,Baltimore (3),Maryland,1,5,6,"One man was killed and five other people were injured including a teenager, in West Baltimore.[528]"
March 21,Trenton (1),New Jersey,0,4,4,"Four people were injured in a drive-by shooting, including a 15-year-old boy.[529]"
March 21,Sumter,South Carolina,5[n 2],0,5,A perpetrator killed three children and an adult at a home before killing himself.[530]
March 20,Milwaukee (1),Wisconsin,1,5,6,A teenage boy was killed and five women were injured.[531]
March 18,Columbus (2),Ohio,2,4,6,Two people were killed and four others injured inside Tha Plug nightclub.[532]
March 18,Chicago (4),Illinois,0,4,4,Three men opened fire into a restaurant and injured three men and a woman in South Shore.[533][534]
March 18,Dallas (4),Texas,0,4,4,Four people were hospitalized from a shooting at an intersection.[535]
March 15,Modesto,California,2,2,4,Two men were killed and two others injured in a residential shooting.[536]
March 14,Birmingham (1) and St. Clair County,Alabama,4,0,4,"A man killed two people in Birmingham, before killing a man and woman inside a home in St. Clair County. The suspect surrendered, alerted police and confessed to killing the four people.[537][538]"
March 13,Lubbock,Texas,0,4,4,Four people were injured in south Lubbock.[539]
March 12,Dallas (3),Texas,4,0,4,Two men and two women were killed in an apartment complex in Northwest Dallas. Two suspects were taken into custody.[540]
March 10,Miami Lakes,Florida,5[n 2],0,5,"Three women and two men, including the perpetrator, were killed in their home during a murder–suicide.[541]"
March 8,Los Angeles (4),California,1[n 2],3,4,"A career criminal opened fire on police officers in the Lincoln Heights neighborhood, injuring three, before dying.[542]"
March 8,Pine Bluff (1),Arkansas,2,2,4,Two people were killed and two others were injured in a parked car in front of an apartment complex.[543]
March 7,Memphis (5),Tennessee,0,4,4,"Four people were injured, two critically, in south Memphis.[544]"
March 6,Memphis (4),Tennessee,2,2,4,Two men were killed and two other people were critically injured at an apartment during a domestic incident.[545]
March 6,La Riviera,California,2,2,4,Two people were killed and two others injured in the early morning at a residential home. Two others in the home were not wounded.[546]
March 5,Lake City,Florida,0,4,4,"Four men were wounded shortly before noon, the same suspect reportedly opened fire again after 30 minutes but no one else was wounded.[547]"
March 5,Bolingbrook,Illinois,3,1,4,"An adult and two teenagers were killed in an apparent home invasion, with a second adult wounded. A teenager was later arrested in connection.[548]"
March 5,Shreveport (2),Louisiana,0,4,4,Four people were injured in the parking lot of a Baptist church during a drive-by shooting.[549]
March 4,Cape Girardeau,Missouri,0,5,5,"Four victims with gunshot wounds were found by first responders at a bar, and a fifth person was later identified to be a victim of the same incident."
March 4,Douglasville,Georgia,2,6,8,Two teenagers were killed and six others were injured during a shooting at a house party.[550]
March 4,Los Angeles (3),California,0,5,5,"Five people were injured, one critically, near a beach in the San Pedro neighborhood.[551]"
March 1,Kansas City (1),Missouri,1[n 2],3,4,Three police officers were injured while executing a search warrant at a home. The perpetrator died of a self-inflicted gunshot wound after an 18-hour standoff.[552]
March 1,Cocoa,Florida,4,0,4,Four people were killed in a domestic incident at their home.[553]
February 27,New Richmond,Ohio,4[n 2],1,5,Four people were killed and one person was critically injured at a home during a murder–suicide.[554]
February 27,Memphis (3),Tennessee,2,2,4,Two men were killed and two others were injured during a shooting near a park in South Memphis.[5]
February 26,Machesney Park,Illinois,0,4,4,"Four people were injured, one critically, at a bar.[citation needed]"
February 26,Pompano Beach,Florida,2,2,4,Two people were killed and two others were injured during a shooting in front of a convenience store.[citation needed]
